#Digilent WaveForms Oscilloscope XY
#Device Name: Discovery2NI
#Serial Number: SN:210321ABE12F
#Date Time: 2022-03-10 18:43:56.234

#Channel 1 (V),Math 1 (nA)
1.683109332227479,0.001089800788882433
1.683778675923835,0.001089800788882433
1.684113347772013,0.001089800788882586
1.684448019620191,0.001425243923014574
1.684782691468369,0.001089800788882433
1.685117363316547,0.001089800788882433
1.685452035164724,0.001089800788882433
1.685786707012902,0.0007543576547504038
1.68612137886108,0.001089800788882586
1.686456050709258,0.001425243923014574
1.686790722557436,0.003102459593674944
1.687125394405614,0.001760687057146451
1.687460066253792,0.001425243923014574
1.688129409950147,0.001425243923014574
1.688464081798325,0.001089800788882433
1.688798753646503,0.001089800788882433
1.689133425494681,0.001089800788882433
1.689468097342859,0.001089800788882433
1.689802769191037,0.001089800788882281
1.690137441039214,0.0007543576547504038
1.690472112887393,0.0007543576547505564
1.690806784735571,0.001089800788882433
1.691141456583748,0.001089800788882433
1.691476128431926,0.001425243923014421
1.691810800280104,0.001425243923014574
1.69248014397646,0.001425243923014574
1.692814815824637,0.001425243923014574
1.693149487672816,0.002096130191279202
1.693484159520994,0.003102459593674944
1.693818831369171,0.001760687057146604
1.694153503217349,0.001089800788882281
1.694488175065527,0.0007543576547504038
1.694822846913705,0.0007543576547504038
1.695492190610061,0.0007543576547505564
1.695826862458238,0.001089800788882433
1.696161534306416,0.001089800788882433
1.696496206154595,0.001425243923014574
1.696830878002772,0.001425243923014574
1.69716554985095,0.001425243923014574
1.697500221699128,0.001425243923014574
1.697834893547306,0.001425243923014574
1.698169565395484,0.001089800788882433
1.698838909091418,0.001089800788919044
0.771797889639111,0.08159615298058132
0.7721325614872888,0.08159615298058132
0.7724672333354669,0.08159615298058116
0.7728019051836446,0.08126070984644918
0.7731365770318225,0.08092526671231715
0.7734712488800005,0.08092526671231715
0.7738059207281782,0.08092526671231715
0.7741405925763561,0.08092526671231715
0.7744752644245342,0.0809252667123173
0.7748099362727119,0.08126070984644918
0.7751446081208898,0.08260248238297752
0.775479279969068,0.08159615298058101
0.7761486236654234,0.08092526671231715
0.7764832955136013,0.080589823578185
0.7768179673617793,0.08025438044405282
0.777152639209957,0.07991893730992083
0.777487311058135,0.07991893730992083
0.777821982906313,0.0795834941757888
0.7781566547544908,0.0795834941757888
0.7784913266026685,0.0795834941757888
0.7788259984508463,0.0795834941757888
0.7794953421472022,0.0795834941757888
0.7794953421472022,0.0795834941757888
0.7801646858435577,0.07924805104165682
0.780499357691736,0.07924805104165651
0.7808340295399138,0.07891260790752463
0.7811687013880915,0.07891260790752463
0.7815033732362696,0.07924805104165712
0.7818380450844473,0.08025438044405298
0.7821727169326252,0.0785771647733926
0.7825073887808033,0.07790627850512843
0.782842060628981,0.07790627850512843
0.7831767324771589,0.07790627850512843
0.7838460761735148,0.07790627850512843
0.7841807480216926,0.07790627850512843
0.7841807480216926,0.07790627850512843
0.7848500917180484,0.07757083537099629
0.7851847635662261,0.07757083537099629
0.7855194354144041,0.07757083537099629
0.7858541072625821,0.07723539223686411
0.7861887791107598,0.07689994910273212
0.7865234509589377,0.07689994910273212
0.7868581228071158,0.07689994910273212
0.7871927946552935,0.07689994910273212
0.7875274665034714,0.07689994910273212
0.7881968101998271,0.07757083537099675
0.7881968101998271,0.0785771647733926
0.7885314820480049,0.07723539223686426
0.7892008257443609,0.07656450596859994
0.7895354975925386,0.07622906283446806
0.7898701694407165,0.07589361970033592
0.7898701694407169,0.07589361970033577
0.7905395131370723,0.07555817656620389
0.7908741849852501,0.07522273343207175
0.7912088568334281,0.07522273343207191
0.7915435286816059,0.07555817656620389
0.7918782005297837,0.07555817656620389
0.7925475442261396,0.07522273343207175
0.7925475442261396,0.07522273343207175
0.7932168879224953,0.07522273343207175
0.7935515597706733,0.07522273343207175
0.7938862316188512,0.0752227334320716
0.7942209034670289,0.07488729029793972
0.7945555753152067,0.07589361970033547
0.7948902471633849,0.07589361970033531
0.7952249190115626,0.07455184716380758
0.7955595908597404,0.07388096089554372
0.7958942627079187,0.07388096089554341
0.7965636064042741,0.07388096089554341
0.7968982782524519,0.07388096089554341
0.79723295010063,0.07421640402967555
0.7975676219488077,0.07421640402967555
0.7979022937969856,0.07388096089554341
0.7982369656451637,0.07388096089554341
0.7985716374933414,0.07388096089554341
0.7989063093415193,0.07354551776141138
0.7992409811896973,0.07321007462727935
0.799575653037875,0.07321007462727935
0.8002449967342308,0.07321007462727935
0.8005796685824088,0.07321007462727935
0.8009143404305865,0.07321007462727935
0.8012490122787644,0.07488729029793972
0.8015836841269425,0.0742164040296751
0.8019183559751202,0.07321007462727935
0.8022530278232981,0.07253918835901518
0.8025876996714761,0.07220374522488304
0.8029223715196538,0.07220374522488304
0.8032570433678317,0.07186830209075101
0.8035917152160099,0.07153285895661887
0.8042610589123653,0.07153285895661887
0.8042610589123653,0.07153285895661887
0.8045957307605436,0.07186830209075101
0.805265074456899,0.07186830209075101
0.8055997463050769,0.07153285895661887
0.8059344181532548,0.07153285895661887
0.8062690900014327,0.07153285895661887
0.8066037618496105,0.07153285895661887
0.8069384336977885,0.07119741582248684
0.8072731055459663,0.07119741582248684
0.8076077773941441,0.07287463149314721
0.8079424492423224,0.07153285895661841
0.8086117929386778,0.07052652955422267
0.8086117929386778,0.07052652955422267
0.8092811366350336,0.07052652955422252
0.8096158084832116,0.07019108642009064
0.8099504803313893,0.07019108642009064
0.8102851521795671,0.07052652955422252
0.8106198240277452,0.07019108642009064
0.8109544958759229,0.07019108642009064
0.8112891677241008,0.06985564328595865
0.8116238395722789,0.06952020015182647
0.8119585114204566,0.06952020015182647
0.8122931832686344,0.06918475701769448
0.8129625269649904,0.06918475701769448
0.8132971988131681,0.06952020015182647
0.813631870661346,0.06952020015182647
0.813966542509524,0.06952020015182739
0.8143012143577018,0.07153285895661887
0.8146358862058797,0.0698556432859585
0.8149705580540577,0.06918475701769418
0.8153052299022354,0.0688493138835623
0.8159745735985912,0.06851387074943016
0.8163092454467692,0.06851387074943001
0.8166439172949469,0.06817842761529813
0.8169785891431248,0.0678429844811661
0.8173132609913029,0.0678429844811661
0.8176479328394806,0.0678429844811661
0.8179826046876585,0.0678429844811661
0.8183172765358364,0.0678429844811661
0.8186519483840142,0.0678429844811661
0.818986620232192,0.0678429844811661
0.8193212920803703,0.06750754134703396
0.8199906357767257,0.06750754134703396
0.8203253076249036,0.06750754134703396
0.8206599794730817,0.06784298448116641
0.8209946513212594,0.06851387074943016
0.8213293231694373,0.06683665507876979
0.8216639950176152,0.06650121194463776
0.821998666865793,0.06650121194463776
0.8223333387139709,0.06650121194463776
0.8226680105621489,0.06650121194463776
0.8230026824103267,0.06650121194463776
0.8233373542585045,0.06616576881050562
