#Digilent WaveForms Oscilloscope XY
#Device Name: Discovery2NI
#Serial Number: SN:210321ACBC1E
#Date Time: 2022-03-11 16:12:21.254

Channel 1 (V),Math 1 (nA)
1.464087552088784,-0.007910727488434466
1.464087552088784,-0.007910727488434311
1.464425752373736,-0.007573118139806656
1.464763952658688,-0.007573118139806656
1.465102152943641,-0.007573118139806656
1.465440353228593,-0.007573118139806656
1.465440353228593,-0.007573118139806656
1.466116753798498,-0.007573118139806656
1.466116753798498,-0.007573118139806656
1.466454954083451,-0.007573118139806656
1.466793154368403,-0.007573118139806656
1.467131354653356,-0.007573118139806656
1.467469554938308,-0.007573118139806656
1.467469554938308,-0.007573118139806656
1.46780775522326,-0.007573118139806656
1.468145955508213,-0.007573118139806656
1.468484155793165,-0.007573118139806656
1.468822356078118,-0.007573118139806656
1.46916055636307,-0.007573118139806656
1.469498756648023,-0.007573118139806656
1.469836956932975,-0.007573118139806656
1.469836956932975,-0.007573118139806656
1.470175157217928,-0.007573118139806656
1.47051335750288,-0.007573118139806656
1.470851557787832,-0.007573118139806656
1.471189758072785,-0.007573118139806656
1.471527958357738,-0.007573118139806656
1.47186615864269,-0.007573118139806656
1.47186615864269,-0.007573118139806656
1.472542559212595,-0.007573118139806656
1.472542559212595,-0.007573118139806656
1.472880759497547,-0.007573118139806656
1.4732189597825,-0.007573118139806656
1.473557160067452,-0.007573118139806656
1.473895360352405,-0.007573118139806656
1.474233560637357,-0.007573118139806656
1.474233560637357,-0.007573118139806656
1.47457176092231,-0.007573118139806656
1.474909961207262,-0.007573118139806656
1.475248161492214,-0.007573118139806656
1.475586361777167,-0.007573118139806656
1.475586361777167,-0.007573118139806656
1.476262762347072,-0.007573118139806656
1.476262762347072,-0.007573118139806656
1.476600962632024,-0.007573118139806656
1.476939162916977,-0.007573118139806656
1.477277363201929,-0.007573118139806656
1.477615563486881,-0.007573118139806656
1.477615563486882,-0.007573118139806656
1.478291964056786,-0.007573118139806656
1.478291964056786,-0.007573118139806656
1.478630164341739,-0.007573118139806656
1.478968364626691,-0.007573118139806656
1.479306564911643,-0.007573118139806656
1.479644765196596,-0.007573118139806656
1.479982965481549,-0.007573118139806656
1.479982965481549,-0.007573118139806656
1.480659366051453,-0.007573118139806656
1.480659366051453,-0.007573118139806656
1.480997566336406,-0.007573118139806656
1.481335766621358,-0.007573118139806656
1.481673966906311,-0.007573118139806656
1.482012167191263,-0.007573118139806656
1.482350367476216,-0.007573118139806656
1.482688567761168,-0.007573118139806656
1.482688567761168,-0.007573118139806656
1.48302676804612,-0.007573118139806656
1.483364968331073,-0.007573118139806656
1.483703168616025,-0.007573118139806656
1.484041368900978,-0.007573118139806656
1.484041368900978,-0.007573118139806656
1.48437956918593,-0.007573118139806656
1.485055969755835,-0.007573118139806656
1.485055969755835,-0.007573118139806656
1.485394170040788,-0.007573118139806656
1.48573237032574,-0.007573118139806656
1.486070570610693,-0.007573118139806656
1.486408770895645,-0.007573118139806656
1.486408770895645,-0.007573118139806656
1.48708517146555,-0.007573118139806656
1.48708517146555,-0.007573118139806656
1.487423371750502,-0.007573118139806656
1.487761572035455,-0.007573118139806656
1.488099772320407,-0.007573118139806656
1.48843797260536,-0.007573118139806656
1.488776172890312,-0.007573118139806656
1.488776172890312,-0.007573118139806656
1.489452573460217,-0.007573118139806656
1.489452573460217,-0.007573118139806656
1.489790773745169,-0.007573118139806656
1.490128974030122,-0.007573118139806656
1.490467174315074,-0.007573118139806656
1.490805374600027,-0.007573118139806656
1.490805374600027,-0.007573118139806656
1.491481775169932,-0.007573118139806656
1.491481775169932,-0.007573118139806656
1.491819975454884,-0.007573118139806656
1.492158175739837,-0.007573118139806656
1.492496376024789,-0.007573118139806656
1.492834576309741,-0.007573118139806656
1.493172776594694,-0.007573118139806656
1.493172776594694,-0.007573118139806656
1.493510976879646,-0.007573118139806656
1.493849177164599,-0.007573118139806656
1.494187377449551,-0.007573118139806656
1.494525577734504,-0.00757311813980681
1.494863778019456,-0.007910727488434466
1.495201978304408,-0.007573118139806656
1.495201978304408,-0.007573118139806656
1.495878378874314,-0.007573118139806656
1.495878378874314,-0.007573118139806656
1.496216579159266,-0.007573118139806656
1.496554779444218,-0.007573118139806656
1.496892979729171,-0.007573118139806656
1.497231180014123,-0.007573118139806656
1.497569380299076,-0.007573118139806656
1.497907580584028,-0.007573118139806656
1.49824578086898,-0.007573118139806656
1.49824578086898,-0.007573118139806656
1.498583981153933,-0.007573118139806656
1.498922181438886,-0.007573118139806656
