#Digilent WaveForms Oscilloscope XY
#Device Name: Discovery2NI
#Serial Number: SN:210321ABE12F
#Date Time: 2022-03-10 17:38:08.719

#Channel 1 (V),Math 1 (nA)
1.860485411761756,0.003102459593674944
1.860820083609934,0.004108788996071144
1.861154755458112,0.004779675264334857
1.861489427306289,0.003773345861939115
1.862158771002645,0.003102459593674944
1.862493442850823,0.003102459593674792
1.862493442850823,0.002767016459542915
1.863162786547179,0.002767016459542915
1.863497458395357,0.002767016459542915
1.863832130243535,0.002767016459542915
1.864166802091712,0.002767016459542915
1.86450147393989,0.002767016459543067
1.864836145788068,0.003102459593674944
1.865170817636246,0.003437902727806974
1.865505489484424,0.003437902727806974
1.865840161332602,0.003437902727806974
1.866509505028958,0.003437902727806974
1.866844176877136,0.003437902727806974
1.867178848725314,0.003437902727807432
1.867513520573491,0.004444232130203285
1.867848192421669,0.004444232130202675
1.868182864269847,0.003102459593674792
1.868517536118025,0.002767016459542915
1.868852207966203,0.002767016459542915
1.869186879814381,0.003102459593674944
1.869521551662559,0.003102459593674944
1.869856223510736,0.003102459593674944
1.870525567207092,0.003437902727806821
1.87086023905527,0.003102459593674944
1.871194910903448,0.003102459593674944
1.871529582751626,0.003102459593674944
1.871864254599804,0.003102459593674944
1.87253359829616,0.002767016459542915
1.872868270144337,0.002767016459542915
1.872868270144337,0.002767016459542915
1.873537613840693,0.003102459593674944
0.9461619225397869,0.004779675264335467
0.9468312662361424,0.005115118398467455
0.9471659380843203,0.005115118398467455
0.9475006099324983,0.004779675264335315
0.947835281780676,0.004779675264335315
0.9481699536288539,0.004444232130203285
0.9485046254770318,0.004108788996071144
0.9488392973252097,0.004108788996071144
0.9491739691733876,0.004444232130203285
0.9495086410215657,0.004779675264335315
0.9501779847179211,0.004779675264335315
0.9505126565660991,0.005115118398467455
0.9508473284142771,0.006456890934995685
0.9511820002624548,0.006456890934995685
0.9515166721106327,0.005450561532599485
0.9518513439588107,0.004779675264335162
0.9521860158069885,0.004444232130203285
0.9525206876551664,0.004444232130203285
0.9528553595033443,0.004444232130203285
0.9531900313515221,0.004444232130203285
0.9535247031997,0.004444232130203285
0.9541940468960559,0.004444232130203438
0.9545287187442336,0.004779675264335315
0.9548633905924115,0.004779675264335315
0.9551980624405895,0.004779675264335315
0.9555327342887674,0.004779675264335315
0.9558674061369452,0.004779675264335315
0.9562020779851229,0.004779675264335315
0.9565367498333011,0.004444232130203285
0.9568714216814788,0.004444232130203285
0.9575407653778343,0.005786004666730904
0.9578754372260125,0.006121447800863197
