#Digilent WaveForms Oscilloscope Measurements
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-12-08 19:38:33.934

,Name,Value
C1,Amplitude, 2.7264 V
C2,Amplitude, 3.9040 V
