#Digilent WaveForms Oscilloscope Measurements
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-12-08 19:38:18.771

,Name,Value
C1,Amplitude, 1.3899 V
C2,Amplitude, 3.1499 V
