#Digilent WaveForms Oscilloscope Measurements
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-12-08 20:18:38.258

,Name,Value
C1,Amplitude, 2.6232 V
C2,Amplitude, 3.9021 V
