#Digilent WaveForms Oscilloscope Measurements
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-12-08 19:38:15.182

,Name,Value
C1,Amplitude, 1.0729 V
C2,Amplitude, 2.5162 V
