#Digilent WaveForms Oscilloscope Measurements
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-12-08 19:38:14.014

,Name,Value
C1,Amplitude, 0.96780 V
C2,Amplitude, 2.3050 V
