#Digilent WaveForms Oscilloscope Measurements
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-12-08 20:18:35.589

,Name,Value
C1,Amplitude, 270.98 mV
C2,Amplitude, 0.70965 V
