#Digilent WaveForms Oscilloscope Measurements
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-12-08 19:38:08.043

,Name,Value
C1,Amplitude, 444.27 mV
C2,Amplitude, 1.1525 V
