#Digilent WaveForms Oscilloscope Measurements
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-12-08 20:18:35.646

,Name,Value
C1,Amplitude, 313.38 mV
C2,Amplitude, 0.82267 V
