#Digilent WaveForms Oscilloscope Measurements
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-12-08 19:38:23.957

,Name,Value
C1,Amplitude, 1.8471 V
C2,Amplitude, 3.7891 V
