#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321ABE135
#Date Time: 2022-05-03 18:33:11.675
#Sample rate: 200000Hz
#Samples: 4096

Time (s),SPI
-0.007820000000000001,b10011001
-0.007815000000000001,b10011001
-0.00781,b10011001
-0.007805,b10011001
-0.0078,b10011001
-0.007795,b10011001
-0.00779,b10011001
-0.007785,b10011001
-0.00778,b10011001
-0.007775,b10011001
-0.00777,b10011001
-0.007765,b10011001
-0.00776,b10011001
-0.007755,b10011001
-0.00775,b10011001
-0.007745,b10011001
-0.00774,b10011001
-0.007735,b10011001
-0.00773,b10011001
-0.007725,b10011001
-0.00772,b10011001
-0.007715,b10011001
-0.00771,b10011001
-0.007705,b10011001
-0.0077,b10011001
-0.007695,b10011001
-0.00769,b10011001
-0.007685,b10011001
-0.00768,b10011001
-0.007675,b00110010
-0.00767,b00110010
-0.007665,b00110010
-0.00766,b00110010
-0.007655,b00110010
-0.00765,b00110010
-0.007645,b00110010
-0.00764,b00110010
-0.007635,b00110010
-0.00763,b00110010
-0.007625,b00110010
-0.00762,b00110010
-0.007615,b00110010
-0.00761,b00110010
-0.007605,b00110010
-0.0076,b00110010
-0.007595,b00110010
-0.00759,b00110010
-0.007585,b00110010
-0.00758,b00110010
-0.007575,b00110010
-0.00757,b00110010
-0.007565,b00110010
-0.00756,b00110010
-0.007555,b00110010
-0.00755,b00110010
-0.007545,b00110010
-0.00754,b00110010
-0.007535,b00110010
-0.00753,b00110010
-0.007525,b00110010
-0.00752,b00110010
-0.007515,b10011001
-0.00751,b10011001
-0.007505,b10011001
-0.0075,b10011001
-0.007495,b10011001
-0.00749,b10011001
-0.007485,b10011001
-0.00748,b10011001
-0.007475,b10011001
-0.00747,b10011001
-0.007465,b10011001
-0.00746,b10011001
-0.007455,b10011001
-0.00745,b10011001
-0.007445,b10011001
-0.00744,b10011001
-0.007435,b10011001
-0.00743,b10011001
-0.007425,b10011001
-0.00742,b10011001
-0.007415,b10011001
-0.00741,b10011001
-0.007405,b10011001
-0.0074,b10011001
-0.007395,b10011001
-0.00739,b10011001
-0.007385,b10011001
-0.00738,b10011001
-0.007375,b10011001
-0.00737,b10011001
-0.007365,b10011001
-0.00736,b10011001
-0.007355,b00110010
-0.00735,b00110010
-0.007345,b00110010
-0.00734,b00110010
-0.007335,b00110010
-0.00733,b00110010
-0.007325,b00110010
-0.00732,b00110010
-0.007315,b00110010
-0.00731,b00110010
-0.007305,b00110010
-0.0073,b00110010
-0.007295,b00110010
-0.00729,b00110010
-0.007285,b00110010
-0.00728,b00110010
-0.007275,b00110010
-0.00727,b00110010
-0.007265,b00110010
-0.00726,b00110010
-0.007255,b00110010
-0.00725,b00110010
-0.007245,b00110010
-0.00724,b00110010
-0.007235,b00110010
-0.00723,b00110010
-0.007225,b00110010
-0.00722,b00110010
-0.007215,b00110010
-0.00721,b00110010
-0.007205,b00110010
-0.0072,b00110010
-0.007195,b01100100
-0.00719,b01100100
-0.007185,b01100100
-0.00718,b01100100
-0.007175,b01100100
-0.00717,b01100100
-0.007165,b01100100
-0.00716,b01100100
-0.007155,b01100100
-0.00715,b01100100
-0.007145,b01100100
-0.00714,b01100100
-0.007135,b01100100
-0.00713,b01100100
-0.007125,b01100100
-0.00712,b01100100
-0.007115,b01100100
-0.00711,b01100100
-0.007105,b01100100
-0.0071,b01100100
-0.007095,b01100100
-0.00709,b01100100
-0.007085,b01100100
-0.00708,b01100100
-0.007075,b01100100
-0.00707,b01100100
-0.007065,b01100100
-0.00706,b01100100
-0.007055,b01100100
-0.00705,b01100100
-0.007045,b01100100
-0.00704,b01100100
-0.007035,b11001010
-0.00703,b11001010
-0.007025,b11001010
-0.00702,b11001010
-0.007015,b11001010
-0.00701,b11001010
-0.007005,b11001010
-0.007,b11001010
-0.006995,b11001010
-0.00699,b11001010
-0.006985,b11001010
-0.00698,b11001010
-0.006975,b11001010
-0.00697,b11001010
-0.006965,b11001010
-0.00696,b11001010
-0.006955,b11001010
-0.00695,b11001010
-0.006945,b11001010
-0.00694,b11001010
-0.006935,b11001010
-0.00693,b11001010
-0.006925,b11001010
-0.00692,b11001010
-0.006915,b11001010
-0.00691,b11001010
-0.006905,b11001010
-0.0069,b11001010
-0.006895,b11001010
-0.00689,b11001010
-0.006885,b11001010
-0.00688,b11001010
-0.006875,b01100100
-0.00687,b01100100
-0.006865,b01100100
-0.00686,b01100100
-0.006855,b01100100
-0.00685,b01100100
-0.006845,b01100100
-0.00684,b01100100
-0.006835,b01100100
-0.00683,b01100100
-0.006825,b01100100
-0.00682,b01100100
-0.006815,b01100100
-0.00681,b01100100
-0.006805,b01100100
-0.0068,b01100100
-0.006795,b01100100
-0.00679,b01100100
-0.006785,b01100100
-0.00678,b01100100
-0.006775,b01100100
-0.00677,b01100100
-0.006765,b01100100
-0.00676,b01100100
-0.006755,b01100100
-0.00675,b01100100
-0.006745,b01100100
-0.00674,b01100100
-0.006735,b01100100
-0.00673,b01100100
-0.006725,b01100100
-0.00672,b01100100
-0.006715,b11001010
-0.00671,b11001010
-0.006705,b11001010
-0.0067,b11001010
-0.006695,b11001010
-0.00669,b11001010
-0.006685,b11001010
-0.00668,b11001010
-0.006675,b11001010
-0.00667,b11001010
-0.006665,b11001010
-0.00666,b11001010
-0.006655,b11001010
-0.00665,b11001010
-0.006645,b11001010
-0.00664,b11001010
-0.006635,b11001010
-0.00663,b11001010
-0.006625,b11001010
-0.00662,b11001010
-0.006615,b11001010
-0.00661,b11001010
-0.006605,b11001010
-0.0066,b11001010
-0.006595,b11001010
-0.00659,b11001010
-0.006585,b11001010
-0.00658,b11001010
-0.006575,b11001010
-0.00657,b11001010
-0.006565,b11001010
-0.00656,b11001010
-0.006555,b01100100
-0.00655,b01100100
-0.006545,b01100100
-0.00654,b01100100
-0.006535,b01100100
-0.00653,b01100100
-0.006525,b01100100
-0.00652,b01100100
-0.006515,b01100100
-0.00651,b01100100
-0.006505,b01100100
-0.0065,b01100100
-0.006495,b01100100
-0.00649,b01100100
-0.006485,b01100100
-0.00648,b01100100
-0.006475,b01100100
-0.00647,b01100100
-0.006465,b01100100
-0.00646,b01100100
-0.006455,b01100100
-0.00645,b01100100
-0.006445,b01100100
-0.00644,b01100100
-0.006435,b01100100
-0.00643,b01100100
-0.006425,b01100100
-0.00642,b01100100
-0.006415,b01100100
-0.00641,b01100100
-0.006405,b01100100
-0.0064,b01100100
-0.006395,b11001001
-0.00639,b11001001
-0.006385,b11001001
-0.00638,b11001001
-0.006375,b11001001
-0.00637,b11001001
-0.006365,b11001001
-0.00636,b11001001
-0.006355,b11001001
-0.00635,b11001001
-0.006345,b11001001
-0.00634,b11001001
-0.006335,b11001001
-0.00633,b11001001
-0.006325,b11001001
-0.00632,b11001001
-0.006315,b11001001
-0.00631,b11001001
-0.006305,b11001001
-0.0063,b11001001
-0.006295,b11001001
-0.00629,b11001001
-0.006285,b11001001
-0.00628,b11001001
-0.006275,b11001001
-0.00627,b11001001
-0.006265,b11001001
-0.00626,b11001001
-0.006255,b11001001
-0.00625,b11001001
-0.006245,b11001001
-0.00624,b11001001
-0.006235,b10010011
-0.00623,b10010011
-0.006225,b10010011
-0.00622,b10010011
-0.006215,b10010011
-0.00621,b10010011
-0.006205,b10010011
-0.0062,b10010011
-0.006195,b10010011
-0.00619,b10010011
-0.006185,b10010011
-0.00618,b10010011
-0.006175,b10010011
-0.00617,b10010011
-0.006165,b10010011
-0.00616,b10010011
-0.006155,b10010011
-0.00615,b10010011
-0.006145,b10010011
-0.00614,b10010011
-0.006135,b10010011
-0.00613,b10010011
-0.006125,b10010011
-0.00612,b10010011
-0.006115,b10010011
-0.00611,b10010011
-0.006105,b10010011
-0.0061,b10010011
-0.006095,b10010011
-0.00609,b10010011
-0.006085,b10010011
-0.00608,b10010011
-0.006075,b00101001
-0.00607,b00101001
-0.006065,b00101001
-0.00606,b00101001
-0.006055,b00101001
-0.00605,b00101001
-0.006045,b00101001
-0.00604,b00101001
-0.006035,b00101001
-0.00603,b00101001
-0.006025,b00101001
-0.00602,b00101001
-0.006015,b00101001
-0.00601,b00101001
-0.006005,b00101001
-0.006,b00101001
-0.005995,b00101001
-0.00599,b00101001
-0.005985,b00101001
-0.00598,b00101001
-0.005975,b00101001
-0.00597,b00101001
-0.005965,b00101001
-0.00596,b00101001
-0.005955,b00101001
-0.00595,b00101001
-0.005945,b00101001
-0.00594,b00101001
-0.005935,b00101001
-0.00593,b00101001
-0.005925,b00101001
-0.00592,b00101001
-0.005915,b10010011
-0.00591,b10010011
-0.005905,b10010011
-0.0059,b10010011
-0.005895,b10010011
-0.00589,b10010011
-0.005885,b10010011
-0.00588,b10010011
-0.005875,b10010011
-0.00587,b10010011
-0.005865,b10010011
-0.00586,b10010011
-0.005855,b10010011
-0.00585,b10010011
-0.005845,b10010011
-0.00584,b10010011
-0.005835,b10010011
-0.00583,b10010011
-0.005825,b10010011
-0.00582,b10010011
-0.005815,b10010011
-0.00581,b10010011
-0.005805,b10010011
-0.0058,b10010011
-0.005795,b10010011
-0.00579,b10010011
-0.005785,b10010011
-0.00578,b10010011
-0.005775,b10010011
-0.00577,b10010011
-0.005765,b10010011
-0.00576,b10010011
-0.005755,b00101001
-0.00575,b00101001
-0.005745,b00101001
-0.00574,b00101001
-0.005735,b00101001
-0.00573,b00101001
-0.005725,b00101001
-0.00572,b00101001
-0.005715,b00101001
-0.00571,b00101001
-0.005705,b00101001
-0.0057,b00101001
-0.005695,b00101001
-0.00569,b00101001
-0.005685,b00101001
-0.00568,b00101001
-0.005675,b00101001
-0.00567,b00101001
-0.005665,b00101001
-0.00566,b00101001
-0.005655,b00101001
-0.00565,b00101001
-0.005645,b00101001
-0.00564,b00101001
-0.005635,b00101001
-0.00563,b00101001
-0.005625,b00101001
-0.00562,b00101001
-0.005615,b00101001
-0.00561,b00101001
-0.005605,b00101001
-0.0056,b00101001
-0.005595,b10010011
-0.00559,b10010011
-0.005585,b10010011
-0.00558,b10010011
-0.005575,b10010011
-0.00557,b10010011
-0.005565,b10010011
-0.00556,b10010011
-0.005555,b10010011
-0.00555,b10010011
-0.005545,b10010011
-0.00554,b10010011
-0.005535,b10010011
-0.00553,b10010011
-0.005525,b10010011
-0.00552,b10010011
-0.005515,b10010011
-0.00551,b10010011
-0.005505,b10010011
-0.0055,b10010011
-0.005495,b10010011
-0.00549,b10010011
-0.005485,b10010011
-0.00548,b10010011
-0.005475,b10010011
-0.00547,b10010011
-0.005465,b10010011
-0.00546,b10010011
-0.005455,b10010011
-0.00545,b10010011
-0.005445,b10010011
-0.00544,b10010011
-0.005435,b00100110
-0.00543,b00100110
-0.005425,b00100110
-0.00542,b00100110
-0.005415,b00100110
-0.00541,b00100110
-0.005405,b00100110
-0.0054,b00100110
-0.005395,b00100110
-0.00539,b00100110
-0.005385,b00100110
-0.00538,b00100110
-0.005375,b00100110
-0.00537,b00100110
-0.005365,b00100110
-0.00536,b00100110
-0.005355,b00100110
-0.00535,b00100110
-0.005345,b00100110
-0.00534,b00100110
-0.005335,b00100110
-0.00533,b00100110
-0.005325,b00100110
-0.00532,b00100110
-0.005315,b00100110
-0.00531,b00100110
-0.005305,b00100110
-0.0053,b00100110
-0.005295,b00100110
-0.00529,b00100110
-0.005285,b00100110
-0.00528,b00100110
-0.005275,b01001100
-0.00527,b01001100
-0.005265,b01001100
-0.00526,b01001100
-0.005255,b01001100
-0.00525,b01001100
-0.005245,b01001100
-0.00524,b01001100
-0.005235,b01001100
-0.00523,b01001100
-0.005225,b01001100
-0.00522,b01001100
-0.005215,b01001100
-0.00521,b01001100
-0.005205,b01001100
-0.0052,b01001100
-0.005195,b01001100
-0.00519,b01001100
-0.005185,b01001100
-0.00518,b01001100
-0.005175,b01001100
-0.00517,b01001100
-0.005165,b01001100
-0.00516,b01001100
-0.005155,b01001100
-0.00515,b01001100
-0.005145,b01001100
-0.00514,b01001100
-0.005135,b01001100
-0.00513,b01001100
-0.005125,b01001100
-0.00512,b01001100
-0.005115,b10100110
-0.00511,b10100110
-0.005105,b10100110
-0.0051,b10100110
-0.005095,b10100110
-0.00509,b10100110
-0.005085,b10100110
-0.00508,b10100110
-0.005075,b10100110
-0.00507,b10100110
-0.005065,b10100110
-0.00506,b10100110
-0.005055,b10100110
-0.00505,b10100110
-0.005045,b10100110
-0.00504,b10100110
-0.005035,b10100110
-0.00503,b10100110
-0.005025,b10100110
-0.00502,b10100110
-0.005015,b10100110
-0.00501,b10100110
-0.005005,b10100110
-0.005,b10100110
-0.004995,b10100110
-0.00499,b10100110
-0.004985,b10100110
-0.00498,b10100110
-0.004975,b10100110
-0.00497,b10100110
-0.004965,b10100110
-0.00496,b10100110
-0.004955,b01001100
-0.00495,b01001100
-0.004945,b01001100
-0.00494,b01001100
-0.004935,b01001100
-0.00493,b01001100
-0.004925,b01001100
-0.00492,b01001100
-0.004915,b01001100
-0.00491,b01001100
-0.004905,b01001100
-0.0049,b01001100
-0.004895,b01001100
-0.00489,b01001100
-0.004885,b01001100
-0.00488,b01001100
-0.004875,b01001100
-0.00487,b01001100
-0.004865,b01001100
-0.00486,b01001100
-0.004855,b01001100
-0.00485,b01001100
-0.004845,b01001100
-0.00484,b01001100
-0.004835,b01001100
-0.00483,b01001100
-0.004825,b01001100
-0.00482,b01001100
-0.004815,b01001100
-0.00481,b01001100
-0.004805,b01001100
-0.0048,b01001100
-0.004795,b10100110
-0.00479,b10100110
-0.004785,b10100110
-0.00478,b10100110
-0.004775,b10100110
-0.00477,b10100110
-0.004765,b10100110
-0.00476,b10100110
-0.004755,b10100110
-0.00475,b10100110
-0.004745,b10100110
-0.00474,b10100110
-0.004735,b10100110
-0.00473,b10100110
-0.004725,b10100110
-0.00472,b10100110
-0.004715,b10100110
-0.00471,b10100110
-0.004705,b10100110
-0.0047,b10100110
-0.004695,b10100110
-0.00469,b10100110
-0.004685,b10100110
-0.00468,b10100110
-0.004675,b10100110
-0.00467,b10100110
-0.004665,b10100110
-0.00466,b10100110
-0.004655,b10100110
-0.00465,b10100110
-0.004645,b10100110
-0.00464,b10100110
-0.004635,b01001100
-0.00463,b01001100
-0.004625,b01001100
-0.00462,b01001100
-0.004615,b01001100
-0.00461,b01001100
-0.004605,b01001100
-0.0046,b01001100
-0.004595,b01001100
-0.00459,b01001100
-0.004585,b01001100
-0.00458,b01001100
-0.004575,b01001100
-0.00457,b01001100
-0.004565,b01001100
-0.00456,b01001100
-0.004555,b01001100
-0.00455,b01001100
-0.004545,b01001100
-0.00454,b01001100
-0.004535,b01001100
-0.00453,b01001100
-0.004525,b01001100
-0.00452,b01001100
-0.004515,b01001100
-0.00451,b01001100
-0.004505,b01001100
-0.0045,b01001100
-0.004495,b01001100
-0.00449,b01001100
-0.004485,b01001100
-0.00448,b01001100
-0.004475,b10011001
-0.00447,b10011001
-0.004465,b10011001
-0.00446,b10011001
-0.004455,b10011001
-0.00445,b10011001
-0.004445,b10011001
-0.00444,b10011001
-0.004435,b10011001
-0.00443,b10011001
-0.004425,b10011001
-0.00442,b10011001
-0.004415,b10011001
-0.00441,b10011001
-0.004405,b10011001
-0.0044,b10011001
-0.004395,b10011001
-0.00439,b10011001
-0.004385,b10011001
-0.00438,b10011001
-0.004375,b10011001
-0.00437,b10011001
-0.004365,b10011001
-0.00436,b10011001
-0.004355,b10011001
-0.00435,b10011001
-0.004345,b10011001
-0.00434,b10011001
-0.004335,b10011001
-0.00433,b10011001
-0.004325,b10011001
-0.00432,b10011001
-0.004315,b00110010
-0.00431,b00110010
