#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: DEMO
#Date Time: 2021-10-01 18:10:32.174
#Sample rate: 500000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 250 mV/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 250 mV/div Offset: 0 V Attenuation: 1 X
#Math 1: Function: C2 - C1
#Wavegen Channel 1: Disabled
#Mode: Custom
#Type: Custom1
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Phase: 0 °
#Wavegen Channel 2: Disabled
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 500 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

#Time (s),Channel 1 (V),Channel 2 (V),Math 1 (V)
-0.002578,0.9185791015624898,0.5001449584960938,-0.418434143066396
-0.002576,0.940399169921875,0.5002975463867188,-0.4401016235351563
-0.002574,0.9569931030273438,0.5002975463867188,-0.456695556640625
-0.002572,0.9706497192382813,0.5000686645507813,-0.4705810546875
-0.002569999999999999,0.9818267822265662,0.5003738403320313,-0.4814529418945349
-0.002567999999999999,0.9899139404296905,0.5003738403320313,-0.4895401000976592
-0.002566000000000001,0.9964752197265595,0.5004501342773438,-0.4960250854492158
-0.002564,0.999755859375,0.5002212524414063,-0.4995346069335938
-0.002562,1.000556945800781,0.500030517578125,-0.5005264282226563
-0.00256,0.9983062744140625,0.5004119873046875,-0.497894287109375
-0.002558,0.994873046875,0.500030517578125,-0.494842529296875
-0.002555999999999999,0.9877014160156217,0.5002975463867186,-0.4874038696289031
-0.002554000000000001,0.9804153442382846,0.4999542236328127,-0.4804611206054719
-0.002552,0.9704208374023483,0.5000686645507813,-0.4703521728515671
-0.00255,0.9586334228515625,0.5004501342773438,-0.4581832885742188
-0.002548,0.9456253051757813,0.5002212524414063,-0.445404052734375
-0.002546,0.9304046630859375,0.4999923706054688,-0.4304122924804688
-0.002543999999999999,0.9127044677734301,0.4999923706054688,-0.4127120971679613
-0.002541999999999999,0.896377563476554,0.4999923706054689,-0.3963851928710851
-0.002540000000000001,0.8776473999023523,0.5002975463867186,-0.3773498535156337
-0.002538,0.8589935302734375,0.5002212524414063,-0.3587722778320313
-0.002536,0.8395767211914063,0.50018310546875,-0.3393936157226563
-0.002534,0.816650390625,0.5003738403320313,-0.3162765502929688
-0.002532,0.7962799072265625,0.50018310546875,-0.2960968017578125
-0.002529999999999999,0.7753372192382717,0.5002975463867188,-0.275039672851553
-0.002528000000000001,0.754318237304697,0.5002212524414063,-0.2540969848632908
-0.002526,0.7330322265625097,0.5004119873046874,-0.2326202392578223
-0.002524,0.7097625732421875,0.5003738403320313,-0.2093887329101563
-0.002522,0.6885147094726563,0.50018310546875,-0.1883316040039063
-0.00252,0.667572021484375,0.5002975463867188,-0.1672744750976563
-0.002517999999999999,0.6479263305663974,0.5000305175781251,-0.1478958129882722
-0.002515999999999999,0.6282806396484276,0.5002212524414064,-0.1280593872070213
-0.002514000000000001,0.6065750122070411,0.5003738403320311,-0.1062011718750099
-0.002512,0.5884552001953125,0.5000686645507813,-0.08838653564453125
-0.00251,0.5707550048828125,0.500335693359375,-0.0704193115234375
-0.002508,0.5533218383789063,0.5003738403320313,-0.052947998046875
-0.002506,0.537109375,0.5001068115234375,-0.0370025634765625
-0.002503999999999999,0.5207824707031183,0.5004119873046874,-0.02037048339843094
-0.002502000000000001,0.5060958862304754,0.5001449584960939,-0.005950927734381557
-0.0025,0.4935455322265682,0.500030517578125,0.006484985351556845
-0.002498,0.4814529418945313,0.500030517578125,0.01857757568359375
-0.002496,0.46966552734375,0.50018310546875,0.030517578125
-0.002494,0.4595184326171875,0.5002593994140625,0.040740966796875
-0.002491999999999999,0.4497146606445275,0.5002975463867188,0.05058288574219126
-0.002489999999999999,0.441398620605466,0.5002593994140624,0.0588607788085964
-0.002488000000000001,0.4352951049804715,0.4999923706054689,0.06469726562499735
-0.002486,0.4291534423828125,0.5002212524414063,0.07106781005859375
-0.002484,0.4244613647460938,0.5002593994140625,0.07579803466796875
-0.002482,0.4203414916992188,0.5000686645507813,0.0797271728515625
-0.00248,0.4174041748046875,0.500030517578125,0.0826263427734375
-0.002477999999999999,0.4159927368164056,0.4999542236328126,0.08396148681640692
-0.002476000000000001,0.4146957397460944,0.5001068115234374,0.08541107177734308
-0.002474000000000001,0.4149627685546874,0.5003738403320311,0.08541107177734375
-0.002472,0.4152297973632813,0.5004501342773438,0.0852203369140625
-0.00247,0.4174423217773438,0.5002593994140625,0.08281707763671875
-0.002468,0.42022705078125,0.5002212524414063,0.07999420166015625
-0.002465999999999999,0.4230117797851579,0.5001831054687501,0.07717132568359224
-0.002463999999999999,0.4265975952148465,0.5004501342773436,0.07385253906249711
-0.002462000000000001,0.4325866699218723,0.5001068115234376,0.06752014160156539
-0.00246,0.4375457763671875,0.5004119873046875,0.0628662109375
-0.002458,0.4426956176757813,0.500335693359375,0.05764007568359375
-0.002456,0.44921875,0.5003738403320313,0.05115509033203125
-0.002454,0.455474853515625,0.5004119873046875,0.0449371337890625
-0.002451999999999999,0.462608337402347,0.5002975463867186,0.03768920898437159
-0.002450000000000001,0.4697799682617155,0.4999542236328127,0.03017425537109717
-0.002448000000000001,0.4778289794921838,0.5002593994140624,0.02243041992187852
-0.002446,0.4851913452148438,0.5002593994140625,0.01506805419921875
-0.002444,0.49285888671875,0.500030517578125,0.007171630859375
-0.002442,0.5008316040039063,0.5004501342773438,-0.0003814697265625
-0.002439999999999999,0.5096054077148473,0.5002212524414063,-0.009384155273441056
-0.002437999999999999,0.5174255371093787,0.5002212524414063,-0.01720428466797234
-0.002436000000000001,0.5254364013671838,0.500335693359375,-0.02510070800780891
-0.002434,0.53253173828125,0.5002212524414063,-0.03231048583984375
-0.002432,0.5406951904296875,0.5002212524414063,-0.04047393798828125
-0.00243,0.54901123046875,0.4999923706054688,-0.04901885986328125
-0.002428,0.5564117431640625,0.5002593994140625,-0.05615234375
-0.002425999999999999,0.5628585815429719,0.5001068115234375,-0.06275177001953432
-0.002424000000000001,0.5696868896484344,0.50018310546875,-0.06950378417968443
-0.002422000000000001,0.576171874999997,0.5004501342773436,-0.07572174072265342
-0.00242,0.5838775634765625,0.5000686645507813,-0.08380889892578125
-0.002418,0.588836669921875,0.500030517578125,-0.08880615234375
-0.002416,0.5952072143554688,0.50018310546875,-0.09502410888671875
-0.002413999999999999,0.5997467041015646,0.50018310546875,-0.09956359863281458
-0.002411999999999999,0.6042861938476586,0.5001449584960938,-0.1041412353515648
-0.002410000000000001,0.6094741821289039,0.5002212524414063,-0.1092529296874977
-0.002408,0.6134796142578107,0.5002593994140625,-0.1132202148437482
-0.002406,0.6175613403320313,0.500335693359375,-0.1172256469726563
-0.002404,0.6206893920898438,0.500335693359375,-0.1203536987304688
-0.002402,0.62347412109375,0.5004501342773438,-0.1230239868164063
-0.002399999999999999,0.6262207031250006,0.5003738403320313,-0.1258468627929693
-0.002397999999999999,0.6273651123046887,0.5002593994140625,-0.1271057128906262
-0.002396000000000001,0.6299591064453113,0.50018310546875,-0.1297760009765613
-0.002394,0.6304931640625,0.5001449584960938,-0.1303482055664063
-0.002392,0.6316757202148438,0.4999923706054688,-0.131683349609375
-0.00239,0.63201904296875,0.5001449584960938,-0.1318740844726563
-0.002387999999999999,0.6323623657226563,0.5004501342773438,-0.1319122314453125
-0.002385999999999999,0.6322479248046876,0.5004119873046874,-0.1318359375000003
-0.002384000000000001,0.6325531005859374,0.5001068115234376,-0.1324462890624997
-0.002382,0.6317138671875003,0.4999923706054688,-0.1317214965820316
-0.00238,0.63079833984375,0.5002975463867188,-0.1305007934570313
-0.002378,0.6292724609375,0.5001449584960938,-0.1291275024414063
-0.002376,0.627593994140625,0.5002212524414063,-0.1273727416992188
-0.002373999999999999,0.6255340576171866,0.5001068115234375,-0.1254272460937491
-0.002371999999999999,0.6235504150390617,0.4999923706054689,-0.1235580444335929
-0.002370000000000001,0.6219100952148445,0.5001831054687499,-0.1217269897460946
-0.002368,0.619049072265625,0.500030517578125,-0.1190185546875
-0.002366,0.6163406372070313,0.5004119873046875,-0.1159286499023438
-0.002364,0.614471435546875,0.500335693359375,-0.1141357421875
-0.002362,0.6118011474609375,0.5003738403320313,-0.1114273071289063
-0.002359999999999999,0.6089782714843737,0.5001068115234376,-0.108871459960936
-0.002358000000000001,0.6060028076171888,0.5003738403320311,-0.1056289672851577
-0.002356,0.6024551391601579,0.5001068115234376,-0.1023483276367202
-0.002354,0.599517822265625,0.5000686645507813,-0.09944915771484375
-0.002352,0.5971527099609375,0.5002212524414063,-0.09693145751953125
-0.00235,0.594329833984375,0.5002212524414063,-0.09410858154296875
-0.002347999999999999,0.5912399291992171,0.5004501342773438,-0.09078979492187331
-0.002345999999999999,0.587463378906249,0.5004119873046875,-0.08705139160156154
-0.002344000000000001,0.5852890014648447,0.500335693359375,-0.08495330810546971
-0.002342,0.5821990966796875,0.5002975463867188,-0.08190155029296875
-0.00234,0.579833984375,0.5001449584960938,-0.07968902587890625
-0.002338,0.5770492553710938,0.50018310546875,-0.07686614990234375
-0.002336,0.5738449096679688,0.5004501342773438,-0.073394775390625
-0.002333999999999999,0.5720138549804675,0.5003738403320311,-0.07164001464843633
-0.002332000000000001,0.5693054199218762,0.5002212524414064,-0.06908416748046992
-0.00233,0.5669021606445324,0.5001449584960938,-0.06675720214843855
-0.002328,0.5655670166015625,0.50018310546875,-0.0653839111328125
-0.002326,0.563201904296875,0.4999923706054688,-0.06320953369140625
-0.002324,0.561065673828125,0.5001068115234375,-0.0609588623046875
-0.002321999999999999,0.5600738525390615,0.5002593994140625,-0.05981445312499906
-0.002319999999999999,0.5578994750976559,0.5001449584960938,-0.05775451660156214
-0.002318000000000001,0.5571365356445316,0.50018310546875,-0.05695343017578161
-0.002316,0.55572509765625,0.5004119873046875,-0.0553131103515625
-0.002314,0.5545806884765625,0.5002975463867188,-0.05428314208984375
-0.002312,0.5537033081054688,0.5002593994140625,-0.05344390869140625
-0.00231,0.5535507202148438,0.5001449584960938,-0.05340576171875
-0.002307999999999999,0.55206298828125,0.4999923706054688,-0.05207061767578128
-0.002306000000000001,0.5521774291992188,0.500030517578125,-0.05214691162109372
-0.002304,0.5520248413085939,0.5003356933593749,-0.05168914794921896
-0.002302,0.5514907836914063,0.5003738403320313,-0.051116943359375
-0.0023,0.5517196655273438,0.5004501342773438,-0.05126953125
-0.002298,0.5515289306640625,0.5002593994140625,-0.05126953125
-0.002295999999999999,0.5517578125,0.5002593994140625,-0.05149841308593753
-0.002293999999999999,0.5517196655273439,0.5001449584960939,-0.05157470703124999
-0.002292000000000001,0.5519866943359374,0.5004501342773436,-0.05153656005859376
-0.00229,0.5525588989257813,0.5001068115234375,-0.05245208740234375
-0.002288,0.5537033081054688,0.5003738403320313,-0.0533294677734375
-0.002286,0.5541610717773438,0.5002593994140625,-0.05390167236328125
-0.002284,0.5550003051757813,0.500335693359375,-0.05466461181640625
-0.002281999999999999,0.5559539794921881,0.5004501342773436,-0.05550384521484437
-0.002280000000000001,0.5571746826171869,0.5002975463867189,-0.05687713623046813
-0.002278000000000001,0.5580902099609371,0.5002212524414063,-0.0578689575195308
-0.002276,0.5588912963867188,0.4999923706054688,-0.05889892578125
-0.002274,0.55999755859375,0.5001068115234375,-0.0598907470703125
-0.002272,0.5603790283203125,0.5002212524414063,-0.06015777587890625
-0.00227,0.5621337890625,0.5002212524414063,-0.06191253662109375
-0.002268,0.5633544921875,0.5004501342773438,-0.06290435791015625
-0.002266,0.5644989013671875,0.5002212524414063,-0.06427764892578125
-0.002264,0.5648422241210938,0.5004119873046875,-0.06443023681640625
-0.002262,0.5661392211914063,0.5000686645507813,-0.066070556640625
-0.00226,0.5673599243164063,0.4999923706054688,-0.0673675537109375
-0.002258,0.5682754516601563,0.5001449584960938,-0.0681304931640625
-0.002256,0.569915771484375,0.5000686645507813,-0.06984710693359375
-0.002254,0.5710983276367188,0.5002212524414063,-0.0708770751953125
-0.002252,0.5719757080078125,0.5003738403320313,-0.07160186767578125
-0.00225,0.572662353515625,0.5002975463867188,-0.07236480712890625
-0.002248,0.5730819702148438,0.5002975463867188,-0.072784423828125
-0.002246,0.5744171142578125,0.5001449584960938,-0.07427215576171875
-0.002244,0.5754852294921875,0.500030517578125,-0.0754547119140625
-0.002242,0.5762863159179688,0.5004119873046875,-0.07587432861328125
-0.00224,0.57647705078125,0.5001449584960938,-0.07633209228515625
-0.002238,0.5779647827148438,0.4999923706054688,-0.077972412109375
-0.002236,0.5779266357421875,0.5004501342773438,-0.07747650146484375
-0.002234,0.5785751342773438,0.5003738403320313,-0.0782012939453125
-0.002232,0.5793380737304688,0.5001449584960938,-0.079193115234375
-0.00223,0.5794143676757813,0.5004119873046875,-0.07900238037109375
-0.002228,0.580291748046875,0.5002975463867188,-0.07999420166015625
-0.002226,0.5805587768554688,0.4999923706054688,-0.08056640625
-0.002224,0.5805206298828125,0.5004501342773438,-0.08007049560546875
-0.002222,0.5814361572265625,0.500335693359375,-0.0811004638671875
-0.00222,0.5815887451171875,0.5001068115234375,-0.08148193359375
-0.002218,0.5810546875,0.5001449584960938,-0.08090972900390625
-0.002216,0.582122802734375,0.5003738403320313,-0.08174896240234375
-0.002214,0.5812835693359375,0.5001449584960938,-0.08113861083984375
-0.002212,0.5816650390625,0.500335693359375,-0.081329345703125
-0.00221,0.581512451171875,0.5004119873046875,-0.0811004638671875
-0.002208,0.5819320678710938,0.5001449584960938,-0.081787109375
-0.002206,0.5817031860351563,0.50018310546875,-0.08152008056640625
-0.002204,0.5809402465820313,0.5001449584960938,-0.0807952880859375
-0.002202,0.5806350708007813,0.500030517578125,-0.08060455322265625
-0.0022,0.5804824829101563,0.5001449584960938,-0.0803375244140625
-0.002198,0.5804443359375,0.500030517578125,-0.080413818359375
-0.002196,0.5802154541015625,0.5004119873046875,-0.079803466796875
-0.002194,0.5803680419921875,0.5002593994140625,-0.080108642578125
-0.002192,0.5794143676757813,0.5004501342773438,-0.0789642333984375
-0.00219,0.5794525146484375,0.5001068115234375,-0.079345703125
-0.002188,0.5788803100585938,0.5002212524414063,-0.0786590576171875
-0.002186,0.5785369873046875,0.5002975463867188,-0.07823944091796875
-0.002184,0.5778884887695313,0.5002975463867188,-0.0775909423828125
-0.002182,0.5775070190429688,0.5004501342773438,-0.077056884765625
-0.00218,0.5774307250976563,0.500335693359375,-0.07709503173828125
-0.002178,0.5764007568359375,0.50018310546875,-0.0762176513671875
-0.002176,0.576629638671875,0.5002975463867188,-0.07633209228515625
-0.002174,0.5765151977539063,0.5000686645507813,-0.076446533203125
-0.002172,0.5759429931640625,0.5001068115234375,-0.075836181640625
-0.00217,0.5756378173828125,0.500030517578125,-0.0756072998046875
-0.002168,0.5749893188476563,0.5002593994140625,-0.07472991943359375
-0.002166,0.5748367309570313,0.5002212524414063,-0.074615478515625
-0.002164,0.5742645263671875,0.5000686645507813,-0.07419586181640625
-0.002162,0.5734634399414063,0.5002212524414063,-0.0732421875
-0.00216,0.5733871459960938,0.5001449584960938,-0.0732421875
-0.002158,0.5725860595703125,0.5000686645507813,-0.07251739501953125
-0.002156,0.572967529296875,0.5004501342773438,-0.07251739501953125
-0.002154,0.5727005004882813,0.5001068115234375,-0.07259368896484375
-0.002152,0.572052001953125,0.5002593994140625,-0.0717926025390625
-0.00215,0.571441650390625,-0.4998397827148438,-1.071281433105469
-0.002148,0.5685806274414063,-0.4996109008789063,-1.068191528320313
-0.002146,0.559844970703125,-0.4999542236328125,-1.059799194335938
-0.002144,0.5461502075195313,-0.49957275390625,-1.045722961425781
-0.002142,0.5254745483398438,-0.4999542236328125,-1.025428771972656
-0.00214,0.5011367797851563,-0.4998779296875,-1.001014709472656
-0.002138,0.4677963256835938,-0.4997634887695313,-0.967559814453125
-0.002136,0.4332351684570313,-0.4999160766601563,-0.9331512451171875
-0.002134,0.3951263427734375,-0.4995346069335938,-0.8946609497070313
-0.002132,0.3536224365234375,-0.4996109008789063,-0.8532333374023438
-0.00213,0.30914306640625,-0.4995346069335938,-0.8086776733398438
-0.002128,0.256195068359375,-0.4998779296875,-0.756072998046875
-0.002126,0.2057266235351563,-0.4998016357421875,-0.7055282592773438
-0.002124,0.1536178588867188,-0.4996109008789063,-0.653228759765625
-0.002122,0.1000595092773438,-0.4999542236328125,-0.6000137329101563
-0.00212,0.04486083984375,-0.4996871948242188,-0.5445480346679688
-0.002118,-0.017242431640625,-0.4996490478515625,-0.4824066162109375
-0.002116,-0.073699951171875,-0.49957275390625,-0.425872802734375
-0.002114,-0.130462646484375,-0.499725341796875,-0.3692626953125
-0.002112,-0.186920166015625,-0.4996490478515625,-0.3127288818359375
-0.00211,-0.2431106567382813,-0.4998016357421875,-0.2566909790039063
-0.002108,-0.3054046630859375,-0.4998016357421875,-0.19439697265625
-0.002106,-0.359649658203125,-0.4994964599609375,-0.1398468017578125
-0.002104,-0.41351318359375,-0.4997634887695313,-0.08625030517578125
-0.002102,-0.4647064208984375,-0.499725341796875,-0.0350189208984375
-0.0021,-0.514984130859375,-0.4996109008789063,0.01537322998046875
-0.002098,-0.5629730224609375,-0.4995346069335938,0.06343841552734375
-0.002096,-0.6145858764648438,-0.4995346069335938,0.11505126953125
-0.002094,-0.6589126586914063,-0.49957275390625,0.1593399047851563
-0.002092,-0.6996536254882813,-0.4995346069335938,0.2001190185546875
-0.00209,-0.7384872436523438,-0.4995346069335938,0.23895263671875
-0.002088,-0.774993896484375,-0.499725341796875,0.2752685546875
-0.002086,-0.8125686645507813,-0.4999160766601563,0.312652587890625
-0.002084,-0.84381103515625,-0.4998397827148438,0.3439712524414063
-0.002082,-0.8718109130859375,-0.4998016357421875,0.37200927734375
-0.00208,-0.8966445922851563,-0.4996871948242188,0.3969573974609375
-0.002078,-0.9187698364257813,-0.4995346069335938,0.4192352294921875
-0.002076,-0.9407424926757813,-0.4996871948242188,0.4410552978515625
-0.002074,-0.9572219848632813,-0.4994583129882813,0.457763671875
-0.002072,-0.9708404541015625,-0.4994964599609375,0.471343994140625
-0.00207,-0.9814453125,-0.4998016357421875,0.4816436767578125
-0.002068,-0.9894180297851563,-0.4996871948242188,0.4897308349609375
-0.002066,-0.9962081909179688,-0.49957275390625,0.4966354370117188
-0.002064,-0.9984970092773438,-0.4994964599609375,0.4990005493164063
-0.002062,-0.9997177124023438,-0.4996871948242188,0.500030517578125
-0.00206,-0.9971237182617188,-0.4996109008789063,0.4975128173828125
-0.002058,-0.9939956665039063,-0.4998016357421875,0.4941940307617188
-0.002056,-0.9867477416992188,-0.4998397827148438,0.486907958984375
-0.002054,-0.9785842895507813,-0.4996490478515625,0.4789352416992188
-0.002052,-0.9689712524414063,-0.4998016357421875,0.4691696166992188
-0.00205,-0.957183837890625,-0.49957275390625,0.457611083984375
-0.002048,-0.9435653686523438,-0.4995346069335938,0.44403076171875
-0.002046,-0.929412841796875,-0.4996490478515625,0.4297637939453125
-0.002044,-0.9119033813476563,-0.4994964599609375,0.4124069213867188
-0.002042,-0.8948135375976563,-0.4998016357421875,0.3950119018554688
-0.00204,-0.8768081665039063,-0.49957275390625,0.3772354125976563
-0.002038,-0.8575820922851563,-0.4996871948242188,0.3578948974609375
-0.002036,-0.8382415771484375,-0.4997634887695313,0.3384780883789063
-0.002034,-0.8148574829101563,-0.4998016357421875,0.3150558471679688
-0.002032,-0.7949066162109375,-0.49957275390625,0.2953338623046875
-0.00203,-0.774078369140625,-0.4997634887695313,0.2743148803710938
-0.002028,-0.7526016235351563,-0.4995346069335938,0.2530670166015625
-0.002026,-0.7314682006835938,-0.499725341796875,0.2317428588867188
-0.002024,-0.7083892822265625,-0.4995346069335938,0.2088546752929688
-0.002022,-0.6867218017578125,-0.49957275390625,0.1871490478515625
-0.00202,-0.6667709350585938,-0.4998397827148438,0.16693115234375
-0.002018,-0.6462860107421875,-0.4995346069335938,0.1467514038085938
-0.002016,-0.627288818359375,-0.4998397827148438,0.1274490356445313
-0.002014,-0.6050872802734375,-0.4994583129882813,0.1056289672851563
-0.002012,-0.5875778198242188,-0.4998016357421875,0.08777618408203125
-0.00201,-0.569915771484375,-0.4998397827148438,0.07007598876953125
-0.002008,-0.5530548095703125,-0.4999160766601563,0.05313873291015625
-0.002006,-0.536956787109375,-0.4996490478515625,0.0373077392578125
-0.002004,-0.519561767578125,-0.4999542236328125,0.0196075439453125
-0.002002,-0.5057144165039063,-0.4998397827148438,0.0058746337890625
-0.002,-0.4922866821289063,-0.4994964599609375,-0.00720977783203125
-0.001998,-0.4808425903320313,-0.4998397827148438,-0.0189971923828125
-0.001996,-0.4692840576171875,-0.4994964599609375,-0.03021240234375
-0.001994,-0.4596710205078125,-0.4994583129882813,-0.03978729248046875
-0.001992,-0.4491043090820313,-0.4996490478515625,-0.05054473876953125
-0.00199,-0.4410552978515625,-0.4998397827148438,-0.05878448486328125
-0.001988,-0.4346466064453125,-0.4996109008789063,-0.06496429443359375
-0.001986,-0.4289627075195313,-0.499725341796875,-0.07076263427734375
-0.001984,-0.4242324829101563,-0.4996871948242188,-0.0754547119140625
-0.001982,-0.4192352294921875,-0.4994964599609375,-0.08026123046875
-0.00198,-0.4168701171875,-0.4999542236328125,-0.0830841064453125
-0.001978,-0.415496826171875,-0.4994964599609375,-0.0839996337890625
-0.001976,-0.414581298828125,-0.4994964599609375,-0.0849151611328125
-0.001974,-0.4140853881835938,-0.4996109008789063,-0.0855255126953125
-0.001972,-0.4156494140625,-0.4995346069335938,-0.08388519287109375
-0.00197,-0.4174041748046875,-0.4998016357421875,-0.0823974609375
-0.001968,-0.4195785522460938,-0.4994583129882813,-0.0798797607421875
-0.001966,-0.4230117797851563,-0.49957275390625,-0.07656097412109375
-0.001964,-0.4265213012695313,-0.4996871948242188,-0.0731658935546875
-0.001962,-0.4319381713867188,-0.4997634887695313,-0.0678253173828125
-0.00196,-0.43731689453125,-0.4998016357421875,-0.0624847412109375
-0.001958,-0.4428863525390625,-0.4994964599609375,-0.056610107421875
-0.001956,-0.4485321044921875,-0.49957275390625,-0.0510406494140625
-0.001954,-0.455322265625,-0.4996109008789063,-0.04428863525390625
-0.001952,-0.4631423950195313,-0.4996871948242188,-0.0365447998046875
-0.00195,-0.470733642578125,-0.4999542236328125,-0.0292205810546875
-0.001948,-0.477142333984375,-0.4997634887695313,-0.02262115478515625
-0.001946,-0.4851150512695313,-0.4998016357421875,-0.01468658447265625
-0.001944,-0.4930877685546875,-0.49957275390625,-0.0064849853515625
-0.001942,-0.5008316040039063,-0.499725341796875,0.00110626220703125
-0.00194,-0.5093765258789063,-0.4995346069335938,0.0098419189453125
-0.001938,-0.5169296264648438,-0.4997634887695313,0.0171661376953125
-0.001936,-0.5249404907226563,-0.4998397827148438,0.0251007080078125
-0.001934,-0.5324554443359375,-0.4999160766601563,0.03253936767578125
-0.001932,-0.5409622192382813,-0.499725341796875,0.04123687744140625
-0.00193,-0.5492401123046875,-0.4998779296875,0.0493621826171875
-0.001928,-0.555572509765625,-0.4995346069335938,0.05603790283203125
-0.001926,-0.5631637573242188,-0.49957275390625,0.06359100341796875
-0.001924,-0.5695724487304688,-0.49957275390625,0.06999969482421875
-0.001922,-0.5765151977539063,-0.4996109008789063,0.076904296875
-0.00192,-0.5834579467773438,-0.4997634887695313,0.0836944580078125
-0.001918,-0.5890655517578125,-0.4996490478515625,0.08941650390625
-0.001916,-0.594940185546875,-0.4998016357421875,0.0951385498046875
-0.001914,-0.5992889404296875,-0.4998397827148438,0.09944915771484375
-0.001912,-0.6045913696289063,-0.4999542236328125,0.1046371459960938
-0.00191,-0.6098556518554688,-0.4996109008789063,0.1102447509765625
-0.001908,-0.6137847900390625,-0.4994964599609375,0.114288330078125
-0.001906,-0.6164932250976563,-0.4996871948242188,0.1168060302734375
-0.001904,-0.6197738647460938,-0.4999542236328125,0.1198196411132813
-0.001902,-0.6230545043945313,-0.4996109008789063,0.123443603515625
-0.0019,-0.6258392333984375,-0.499725341796875,0.1261138916015625
-0.001898,-0.6272506713867188,-0.4996490478515625,0.1276016235351563
-0.001896,-0.62957763671875,-0.4998397827148438,0.1297378540039063
-0.001894,-0.6299972534179688,-0.4998397827148438,0.130157470703125
