#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321ABE135
#Date Time: 2021-11-06 12:00:58.816
#Start: 100 Hz
#Stop: 5e+06 Hz
#Steps: 10001
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 100 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.51199 V
#Offset: 0.000299138 V
#Relative: no
#Channel: Channel 2
#Range: 5.52909 V
#Offset: 6.9788e-05 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100,0.01441744163508806,16.96160933294475,179.9851315188338
100.1082563377617,0.01378295936031391,16.96268094716243,179.990183936119
100.21662986987,0.01187673913300091,16.96341036730919,179.9926563563584
100.3251207231951,0.01293906901465226,16.96181193731085,179.9793727832244
100.433729024745,0.01350456793388981,16.96221392658718,179.9910009930449
100.5424549016647,0.01346299439949282,16.96341139888921,179.995970519038
100.6512984812369,0.01136929577847277,16.96566715450491,179.984838745746
100.7602598908822,0.01122543909199104,16.96593890119762,179.9768303804914
100.8693392581593,0.01163043338845936,16.96449179592468,179.9631485310918
100.9785367107643,0.01395796343281622,16.96162013741634,179.9761068533369
101.0878523765327,0.01176763840163036,16.96424410513225,179.9874474809718
101.1972863834375,0.01051316957933337,16.96618085541157,179.9775107490708
101.3068388595904,0.01426633550333941,16.96264686835355,179.9619983781894
101.4165099332419,0.012872535829928,16.96380341477188,179.9884012011184
101.5262997327811,0.01096612818193031,16.96582969450514,179.9669477628318
101.6362083867368,0.01366014189903387,16.96141919781854,179.9803100270434
101.7462360237761,0.009469387481518958,16.96755741354063,179.975100265331
101.8563827727058,0.01361247816943041,16.96169760271134,179.9701547389398
101.966648762472,0.01114919122822598,16.96645147224349,179.9823110863154
102.0770341221606,0.01359609868843939,16.96172049280595,179.9759857475219
102.1875389809967,0.01030466215779068,16.96632128444356,179.9733288198095
102.2981634683463,0.01306701456782803,16.96296457690245,179.9856673472312
102.4089077137146,0.01147815258608967,16.96403518691202,179.9607990514682
102.5197718467472,0.01186240811496919,16.96557518215077,179.9876314752152
102.6307559972299,0.01418824976576061,16.96169131521889,179.9879812938788
102.7418602950896,0.01337381134656948,16.96228979057052,179.964532662222
102.8530848703935,0.01099218233461791,16.96562451931187,179.9735330068175
102.9644298533489,0.01077018208182139,16.96564727321845,179.9879262027812
103.0758953743053,0.0126560207010391,16.96347000484188,179.992159463281
103.1874815637526,0.01311698776497078,16.96226269088585,179.9749404369342
103.299188552322,0.01395452937328217,16.96229638605338,179.9656429235513
103.4110164707861,0.01222833091910995,16.96385303996277,179.9549612016964
103.5229654500595,0.01073807867418908,16.96533149062138,179.9638214880571
103.635035621198,0.01116924023317238,16.96555810080243,179.9622728938012
103.7472271153995,0.01066660548554311,16.96567065238948,179.9652564630292
103.8595400640037,0.01155407044675725,16.96497381758175,179.9644110575434
103.9719745984933,0.01092433865082186,16.96561080307903,179.9693540910591
104.0845308504921,0.01157073141374959,16.96426006192931,179.9631162343194
104.1972089517671,0.01315000187561005,16.96282156374894,179.9642767184855
104.3100090342281,0.01332049123859817,16.96275328981362,179.970197715748
104.4229312299275,0.01247026079260102,16.96289582541846,179.9895259192871
104.5359756710604,0.01202386057459855,16.96475071728956,179.9944682684165
104.6491424899651,0.01097194396809169,16.96611151821531,179.9819096436538
104.7624318191237,0.01176169028273362,16.96443073976304,179.9613383240388
104.8758437911612,0.01359808841230318,16.96143104923759,179.9798764057091
104.9893785388461,0.01127644349113895,16.96556543606822,179.9883585454639
