#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-11-19 22:41:37.489
#Start: 100 Hz
#Stop: 5e+06 Hz
#Steps: 5001
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.49264 V
#Offset: 0.000293069 V
#Relative: no
#Channel: Channel 2
#Range: 5.52637 V
#Offset: 0.000302154 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

#Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100,-20.87322460817918,37.15989760777272,-0.1976827403084522
100.21662986987,-20.87417243842534,37.16082589437571,-0.1786832515005784
100.433729024745,-20.87519999256199,37.1615918320404,-0.2273891872670934
100.6512984812369,-20.87579471902776,37.16235769117819,-0.1965592740407672
100.8693392581593,-20.87408019536385,37.16049970735988,-0.2137592511307769
101.0878523765327,-20.87352870006672,37.16005159344653,-0.2339364149994751
101.3068388595904,-20.8791133247505,37.16598941015533,-0.2013057003700482
101.5262997327811,-20.87571673107275,37.16274165530426,-0.1847860039373882
101.7462360237761,-20.87845627295021,37.16510168817854,-0.2152046396016246
101.966648762472,-20.87419166789466,37.16107482660733,-0.2007970066932837
102.1875389809967,-20.87317936306603,37.15976339537941,-0.2103163891854344
102.4089077137146,-20.87222709550102,37.15887225292703,-0.1982594205667979
102.6307559972299,-20.8747447110561,37.16111333427389,-0.2120749027267749
102.8530848703935,-20.87148313583162,37.15810819903805,-0.2054844523980894
103.0758953743053,-20.87549619321402,37.16212117810707,-0.2099535260801247
103.299188552322,-20.87234178410128,37.15895568328641,-0.1908058801550311
103.5229654500595,-20.87575787150439,37.16247109100949,-0.1975204684091786
103.7472271153995,-20.87224868542979,37.15885941325847,-0.2031332232401734
103.9719745984933,-20.87401522575064,37.16065135644435,-0.2083341908915827
104.1972089517671,-20.87942745180845,37.16609441414295,-0.2050123200507654
104.4229312299275,-20.87498101920003,37.16211332883586,-0.2093304256629807
104.6491424899651,-20.87136953515269,37.15813804029266,-0.1976664849875334
104.8758437911612,-20.87359859729698,37.16056172320855,-0.2104588619731046
105.103036195091,-20.87388653174152,37.16063521541236,-0.2217418369721159
105.3307207656298,-20.87548323766016,37.16242831525403,-0.2063708818713195
105.5588985689574,-20.87185540222672,37.15886456943116,-0.196213735653955
105.7875706735635,-20.8752416861085,37.16197764347172,-0.2157988025667528
106.0167381502521,-20.87548786997656,37.16195707057064,-0.2217323054382661
106.2464020721474,-20.87700587623083,37.16403538021219,-0.2138342292547336
106.4765635146978,-20.87422708694088,37.16146342906002,-0.2071465199248337
106.7072235556815,-20.87484593246973,37.16189204923197,-0.2056411850976916
106.9383832752121,-20.87511915629985,37.16216284202516,-0.1944875347744528
107.170043755742,-20.87310108767553,37.15998120290712,-0.1860476062754394
107.4022060820697,-20.87511537440718,37.1621398163959,-0.1895883755151293
107.6348713413428,-20.87475183564888,37.16168237967578,-0.1935885800338316
107.8680406230641,-20.87553030351754,37.16245961765959,-0.2202069147420573
108.1017150190971,-20.87560704304529,37.16291951567557,-0.2174299082410613
108.3358956236703,-20.87356919815853,37.16069003971193,-0.2133736298927048
108.5705835333823,-20.87545337058318,37.16263597157916,-0.2389584361400892
108.8057798472076,-20.87576697572808,37.16292388387521,-0.1866133919102914
109.0414856665016,-20.87969119434929,37.16682196977771,-0.2113359706739885
109.277702095005,-20.87465458666642,37.16150776161494,-0.212818289170643
109.5144302388504,-20.87262560044909,37.15935884957597,-0.2201442471351072
109.7516712065656,-20.87338896558421,37.16035802035636,-0.2138538185838144
109.9894261090804,-20.87515838585367,37.16199318846468,-0.2026590320315201
110.2276960597312,-20.87635556972667,37.16331145138768,-0.1994917774013729
110.4664821742659,-20.87343781453669,37.1606975720114,-0.236760529380004
110.70578557085,-20.87630013686574,37.16341717193914,-0.2281427794642966
110.9456073700706,-20.87420890882407,37.16130597326136,-0.2298533564342179
111.1859486949429,-20.87158034335841,37.15905477824828,-0.2114799344170059
111.4268106709143,-20.8689442231846,37.15675541662407,-0.2153823238747286
111.668194425871,-20.874996431679,37.16197256557591,-0.2177489181165477
111.9101010901417,-20.87317179990573,37.16047510739393,-0.2201122153571976
112.1525317965046,-20.87492410295796,37.1624670870767,-0.2212412820589321
112.3954876801913,-20.8718331424713,37.15932328985795,-0.2182709315116682
112.6389698788924,-20.87490261866116,37.16215832349435,-0.2247505264102088
112.882979532764,-20.87239578073426,37.15980193608462,-0.2246989661019597
113.1275177844309,-20.87636188726122,37.16380685117731,-0.2048201373230285
113.3725857789947,-20.87104882825044,37.15780592142475,-0.2363888104631093
113.6181846640358,-20.8721387636005,37.15948933567473,-0.2278446026777942
113.8643155896222,-20.87346144807089,37.16079350475865,-0.2278872904259103
114.1109797083121,-20.87916888586753,37.16654960781835,-0.2298718875464822
114.3581781751616,-20.87258535126931,37.15956904623821,-0.2202496079021273
114.6059121477279,-20.87234413432564,37.15961760658737,-0.234774530163935
114.8541827860769,-20.87325805011742,37.16062929663839,-0.2391994516525308
115.1029912527866,-20.87431953174514,37.16156547882449,-0.2427196646360727
115.3523387129537,-20.87439348054909,37.16178079936445,-0.1988068557990531
115.6022263341996,-20.87764612361593,37.16479021751275,-0.2188387870343888
115.852655286674,-20.8744158665497,37.16164475963226,-0.214202817005318
116.1036267430624,-20.8734651700098,37.16090335416578,-0.2297879195118333
116.3551418785903,-20.87707975528598,37.16427286675025,-0.2026840237213113
116.6072018710289,-20.87345160343759,37.16071891150857,-0.2340059795764951
116.8598079007009,-20.87239793490748,37.15990777920658,-0.2234187114299363
117.1129611504866,-20.87795112393021,37.16529539006014,-0.230498469933903
117.3666628058277,-20.87948811280133,37.16657820797777,-0.2335314863503548
117.6209140547345,-20.87544101328555,37.16245212654667,-0.2292721785224785
117.8757160877912,-20.87196874451603,37.15912517119467,-0.2373640529525986
118.1310700981603,-20.87723072043851,37.16490272575928,-0.2340438633966357
118.38697728159,-20.87331441132768,37.16075359319938,-0.255649923024054
118.6434388364181,-20.87215321355547,37.15954016034119,-0.2253907195180332
118.9004559635785,-20.88022630030595,37.16752665804577,-0.2211245805438168
119.1580298666072,-20.87389552777267,37.16135449143871,-0.2541118838042219
119.4161617516467,-20.87459976938072,37.16193248918758,-0.2132662619536461
119.674852827453,-20.87603218156176,37.16328351268537,-0.2483639761478145
119.9341043054002,-20.87729707810323,37.16459530767692,-0.218118058081437
120.1939173994868,-20.87414624882486,37.16132992024865,-0.2333868148255753
120.4542933263407,-20.87494718799875,37.1624399722988,-0.2023438254839377
120.7152333052263,-20.876284588792,37.16392559818683,-0.2427281009127562
120.9767385580485,-20.87574705687853,37.16306648165655,-0.2493113443645036
121.2388103093597,-20.87272357430597,37.15989391628512,-0.2599556640981928
121.5014497863648,-20.87399420781712,37.16102455516041,-0.2502643033860494
121.7646582189269,-20.87491422722201,37.1621243342655,-0.2286774395525121
122.0284368395743,-20.87235976705966,37.15965512901393,-0.2445846912025168
122.292786883504,-20.8735268837158,37.16084451496049,-0.2811326048569583
122.5577095885904,-20.87600305303179,37.16318979709239,-0.2695700403225132
122.8232061953875,-20.88387541559275,37.17123643000961,-0.235613424663859
123.0892779471387,-20.87467148741163,37.16172659969471,-0.2485089326520111
123.3559260897793,-20.87471209687925,37.16224164930936,-0.242837420183827
123.6231518719445,-20.87608533758396,37.16360772899011,-0.2521338655746462
123.8909565449739,-20.87417232286083,37.1612499115346,-0.2386731017051517
124.1593413629177,-20.86957291788542,37.15712680520452,-0.2382064399354533
124.4283075825436,-20.87445966553318,37.16195520238372,-0.2651860921236903
124.6978564633409,-20.87396935482933,37.16131551937683,-0.2590891544909049
124.9679892675281,-20.87398801351262,37.16127292889485,-0.251843493704434
125.2387072600575,-20.87129180771667,37.15881454561176,-0.2491913787795539
125.5100117086216,-20.87721488680854,37.16455878816494,-0.2603934912836763
125.7819038836598,-20.87735500042064,37.16417812577651,-0.2525252380993973
126.054385058363,-20.87083920697341,37.15815299019815,-0.2676699318651558
126.3274565086801,-20.87395565626118,37.16139118584385,-0.2388696999078377
126.6011195133249,-20.87572452946278,37.16290092969106,-0.2418683488896862
126.8753753537806,-20.87572517788483,37.16332851862924,-0.2812507108653229
127.1502253143063,-20.87508248704911,37.16286291280043,-0.2338014606761711
127.4256706819441,-20.87664807058392,37.1641861967566,-0.2630408272828429
127.7017127465231,-20.87602835808799,37.1632016123821,-0.2474601143065581
127.9783528006676,-20.87738070019811,37.16466755620043,-0.2388703601775362
128.2555921398015,-20.87534162607149,37.16277082237979,-0.2748481331404889
128.5334320621547,-20.87581031680325,37.16304184129109,-0.2721135383756181
128.8118738687704,-20.87331018080641,37.16082037205017,-0.2644510176836519
129.0909188635091,-20.87479875376378,37.16210700301261,-0.2724736382736012
129.3705683530574,-20.87031158386059,37.15784868044894,-0.2557064786723526
129.6508236469304,-20.87799917643995,37.16503650232354,-0.2606363318991384
129.9316860574822,-20.87829222267551,37.16556137012176,-0.2537152442046463
130.2131568999081,-20.87459515944227,37.16212346020317,-0.2555584160448717
130.495237492254,-20.87408481470243,37.16134517882667,-0.2695342823223285
130.77792915542,-20.8731721975292,37.16054117738302,-0.2797449318021073
131.0612332131678,-20.87066059152436,37.15821674272046,-0.2460723664574161
131.3451509921275,-20.87833747131457,37.16628077853231,-0.2656948043699046
131.629683821802,-20.87560950966313,37.16288543929884,-0.2722791286546027
131.9148330345755,-20.87450889355065,37.1622161667308,-0.2739476422855504
132.2005999657175,-20.87267982036458,37.16007385007795,-0.2594420047960682
132.4869859533906,-20.8755766269378,37.16319397688238,-0.2581335054483489
132.7739923386559,-20.87932466583077,37.16697625382575,-0.2600983673341553
133.0616204654803,-20.87419691961992,37.16143316153121,-0.254592601935367
133.3498716807413,-20.87949827424385,37.16705014310241,-0.2683869622816687
133.6387473342351,-20.87561603334026,37.16328794671728,-0.2772549843115201
133.9282487786811,-20.87680473502747,37.16417817090143,-0.2747192349459951
134.2183773697293,-20.87712138123571,37.16482411681065,-0.2561217762581691
134.509134465967,-20.87553191395418,37.16316109287793,-0.2545494929604601
134.8005214289236,-20.87204140777102,37.15969686600928,-0.2882353005421202
135.0925396230791,-20.8750492720557,37.16268290716695,-0.2680185279391452
135.3851904158687,-20.87438270054324,37.16230202109979,-0.2635471330155303
135.6784751776896,-20.8756232043446,37.16361076526221,-0.2877161961634698
135.9723952819086,-20.86786611650318,37.15598223613848,-0.2660094371617078
136.2669521048669,-20.87337771183183,37.16121443152899,-0.2870691036702368
136.5621470258875,-20.87639154176365,37.16389566958254,-0.2679207283492019
136.8579814272811,-20.87721204396799,37.16461482123387,-0.2598171592578495
137.1544566943537,-20.87302640104352,37.16039595150333,-0.2478684979845553
137.4515742154113,-20.87507692797398,37.16226355445286,-0.288792487200638
137.7493353817684,-20.87298181992546,37.16076803319996,-0.2878538905220715
138.0477415877527,-20.87390202677888,37.16167492079554,-0.2591756660866352
138.3467942307124,-20.87883273471422,37.16595859973389,-0.2625971389220506
138.6464947110238,-20.87598806122401,37.16346528117856,-0.260246081842018
138.9468444320953,-20.87848489885065,37.16648766378491,-0.260288198521566
139.247844800377,-20.87385856834219,37.16194526765629,-0.278650814767407
139.5494972253648,-20.87301217398162,37.16065246679585,-0.2903935425782451
139.8518031196084,-20.87479220976812,37.16284931974479,-0.2795033395133373
140.1547638987169,-20.86928319546537,37.15704483248761,-0.2984514123947396
140.4583809813673,-20.87674090872225,37.16424066698351,-0.298558322207002
140.7626557893085,-20.87354433500498,37.16108823626906,-0.2602730278070432
141.0675897473704,-20.87301626307343,37.16068655793759,-0.2755269976507719
141.3731842834689,-20.87646419376129,37.16405417504041,-0.2906062347902584
141.6794408286129,-20.8781308519903,37.16611674960571,-0.2712405930301969
141.9863608169125,-20.8768364996873,37.16424413164616,-0.2810931161813969
142.2939456855831,-20.87004468035186,37.15811144208245,-0.2794338014568716
142.6021968749546,-20.87462325286542,37.16247561501134,-0.2684841923596082
142.9111158284766,-20.87534916529686,37.16348648855981,-0.3082538438934677
143.2207039927256,-20.87608418373109,37.16419080040559,-0.2686685934258136
143.5309628174116,-20.87529353913585,37.16302225501085,-0.3132155532871351
143.8418937553861,-20.87718343629884,37.16483103305336,-0.2933942799065903
144.153498262647,-20.87279850698881,37.16056253705322,-0.2786549561423868
144.4657777983461,-20.87530721411439,37.1632585331971,-0.2767383553267934
144.7787338247973,-20.87293439509715,37.16047924055385,-0.2743091803429983
145.0923678074811,-20.87693094712364,37.16537152747923,-0.273732884913845
145.4066812150538,-20.87741962119503,37.16530781441554,-0.2983707452472503
145.7216755193519,-20.87371111479559,37.16165781528768,-0.2838749594817142
146.0373521954019,-20.87930151810327,37.16696678776488,-0.2973704264466583
146.3537127214244,-20.87208871259525,37.15979601151516,-0.2994992177616968
146.6707585788424,-20.87402257202472,37.1617661928145,-0.2859699161734369
146.9884912522891,-20.87437455269391,37.16222017697558,-0.3127592146549772
147.3069122296128,-20.87735051149329,37.16505200702018,-0.3272604134354452
147.6260230018853,-20.87212386359696,37.15983639571137,-0.3111055912923916
147.9458250634083,-20.87651843623966,37.16419560221341,-0.2978392619229162
148.2663199117212,-20.87288415881771,37.16083611686594,-0.3132390833320741
148.5875090476067,-20.87450885846226,37.16253392459144,-0.3090184999085182
148.9093939750996,-20.87638112052881,37.16422004968635,-0.3128375481384218
149.2319762014921,-20.87463156816271,37.16185211809294,-0.2988139133865941
149.5552572373415,-20.87617406689619,37.16356066417507,-0.3219664370352923
149.8792385964785,-20.87720221682063,37.16496820238386,-0.3056680045336833
150.2039217960119,-20.87484556866819,37.16281989994773,-0.3026313875817607
150.5293083563385,-20.87064794141032,37.15860185555621,-0.2805273677715093
150.8553998011467,-20.87627338380816,37.16388231864608,-0.310875475413404
151.1821976574278,-20.87244815905137,37.16043540136565,-0.3059291646432506
151.5097034554794,-20.87528786535617,37.16302832494537,-0.3006196586367977
151.8379187289154,-20.87559208966,37.16330658816949,-0.3132113590365487
152.1668450146709,-20.87513183267923,37.163147768132,-0.3236242310953393
152.4964838530115,-20.87782680393833,37.16568021196582,-0.2869349153325089
152.8268367875386,-20.87898529321537,37.16626940474797,-0.3292826808996523
153.1579053651975,-20.87636927794183,37.16382588531899,-0.317673801590864
153.4896911362858,-20.87930278652352,37.16670746613695,-0.2995337322784636
153.8221956544582,-20.87256634791854,37.16067450241447,-0.2836575229694646
154.1554204767356,-20.87927644956502,37.1665480391694,-0.3143608983218744
154.4893671635116,-20.87181605236951,37.15979313013857,-0.2750089883426767
154.8240372785609,-20.87427942726796,37.16262411241696,-0.3024958758966108
155.1594323890446,-20.87120555398303,37.15911541578998,-0.3195963959849891
155.49555406552,-20.87568811967836,37.16349603468126,-0.3234527666440251
155.8324038819458,-20.87345918571399,37.16131439692973,-0.3028481338043142
156.1699834156902,-20.87565512994215,37.16390497096867,-0.2999270162543217
156.5082942475396,-20.88085832017345,37.16890759464612,-0.3132242843037155
