#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321ABE135
#Date Time: 2021-11-17 17:11:14.671
#Start: 100 Hz
#Stop: 5e+06 Hz
#Steps: 5001
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.51199 V
#Offset: 0.000299138 V
#Relative: no
#Channel: Channel 2
#Range: 5.52909 V
#Offset: 6.9788e-05 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100,0.02147155664244411,-10.00776181266941,-91.54459718055385
100.21662986987,0.01891391840644501,-9.963531681377196,-91.68756436527984
100.433729024745,0.01270008931772728,-9.971757437252515,-92.06422700388534
100.6512984812369,0.02013300903052347,-9.969663109743776,-91.69351818221057
100.8693392581593,0.01659521323654249,-9.954031469861492,-91.91951647068969
101.0878523765327,0.01640727582968221,-9.923384864263403,-91.81999641456363
101.3068388595904,0.0149277888256762,-9.904515432843494,-91.87797617678248
101.5262997327811,0.01635109304866625,-9.89416341729669,-91.89018060275131
101.7462360237761,0.01678036449975595,-9.869285999590851,-91.8061555108626
101.966648762472,0.01621183985715136,-9.854158846857144,-91.91671979158745
102.1875389809967,0.01683452315665128,-9.827347985451688,-91.89562263587329
102.4089077137146,0.01707436523521736,-9.8112405199552,-91.87896066512356
102.6307559972299,0.01666001008273415,-9.796717893207269,-91.87318661160036
102.8530848703935,0.0178212931843763,-9.773921572284928,-91.86035183009969
103.0758953743053,0.01554201188410318,-9.756145710121123,-91.94536908848241
103.299188552322,0.0169823174086121,-9.732417413907065,-91.86716263317486
103.5229654500595,0.01696001136117679,-9.721619506221215,-91.88459354442682
103.7472271153995,0.01625236912408155,-9.701157364934646,-91.91398469492083
103.9719745984933,0.01610292760451577,-9.685266153391069,-91.91606684753887
104.1972089517671,0.01795511098153372,-9.666129359354125,-91.85398749012722
104.4229312299275,0.01513924825294646,-9.645513088374551,-91.99197552188245
104.6491424899651,0.01718239232830776,-9.618252105107803,-91.9030857931352
104.8758437911612,0.01827622957071532,-9.602834882598403,-91.90783857463137
105.103036195091,0.01675676104104697,-9.58892895108953,-91.92020259109569
105.3307207656298,0.01909508126376491,-9.566249913694827,-91.86265153008218
105.5588985689574,0.01401765101516675,-9.549962962230564,-92.05955481270249
105.7875706735635,0.01921479409358614,-9.518007095254934,-91.81027817762221
106.0167381502521,0.02074549244077515,-9.532468986901577,-91.7840741477098
106.2464020721474,0.01945683224695442,-9.527938735423165,-91.84095352651316
106.4765635146978,0.02159677883892723,-9.477923000332058,-91.73117003739451
106.7072235556815,0.01472809019507777,-9.43240880338678,-92.0550594802655
106.9383832752121,0.01837184944630744,-9.464642403141653,-91.88035197584436
107.170043755742,0.01507856339992948,-9.428846103541543,-92.05015672897702
