#Digilent WaveForms Oscilloscope XY
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-11-23 00:59:15.591

Channel 1 (V),Channel 2 (V)
-0.1291899463861207,-3.622608042304592
-0.1379790784289633,-3.621753750080186
-0.1467234760085706,-3.621014546595506
-0.1555983570546671,-3.620404146309573
-0.1643954409421381,-3.619277766245681
-0.1733031215105574,-3.619098898646139
-0.1821812954466831,-3.618160048585395
-0.1907941689742789,-3.617552681376691
-0.199661260651413,-3.616299161725893
-0.2082852239126106,-3.6144492164643
-0.2170018932188978,-3.613614856525527
-0.2257284077936248,-3.612332959055094
-0.2344663338973947,-3.611307104248061
-0.2433750062875639,-3.609689767800702
-0.2521218151191408,-3.609001663129165
-0.2607792344766786,-3.607706794813117
-0.2695494690887265,-3.607083116596345
-0.278370157320459,-3.606206279559284
-0.287153150676916,-3.60520618865822
-0.2958467920033147,-3.603926753601064
-0.3045060902693583,-3.602303986796044
-0.3131063100789888,-3.60102907387208
-0.3217885122328376,-3.600180539111379
-0.33050988904932,-3.598544252236808
-0.3391261205731041,-3.59815592398224
-0.3476967790150347,-3.596953566473994
-0.3564711742357733,-3.595677164623432
-0.3652334586991084,-3.593980617860667
-0.3738716197404015,-3.592395075633086
-0.3824877101614895,-3.590658554125831
-0.3910519560082053,-3.588926640635688
-0.3996890942401456,-3.587217727974324
-0.408272148219274,-3.585332905458494
-0.4169552677041987,-3.583907977956074
-0.4256681025595225,-3.582070758637099
-0.4342471769617269,-3.580298902940421
-0.4428334741829407,-3.579051927907631
-0.4514448004045106,-3.576792349755074
-0.4599427700274806,-3.574448149705043
-0.4685821667744324,-3.571905151915609
-0.4770104052967059,-3.569388619757662
-0.4853827271315933,-3.567454816282845
-0.4939930183309661,-3.565253312125603
-0.5027155864845464,-3.563409057167016
-0.5111584590764715,-3.560512550394735
-0.5197157050181247,-3.558194995715385
-0.5283685668042144,-3.555952754404801
-0.5370618472731267,-3.553525631433793
-0.5455143955541215,-3.550672312772169
-0.5537870178771941,-3.546974126091236
-0.562164693872232,-3.543677769655152
-0.570679809206858,-3.539552911208153
-0.5790171842816898,-3.535401620525106
-0.5873424251305009,-3.530907961428889
-0.5957617348658408,-3.525449661972167
-0.6043035906119691,-3.520344377940419
-0.6126545749246538,-3.51432444360634
-0.62095186025133,-3.507341102016825
-0.6293887478946554,-3.498960170508897
-0.6379311900514524,-3.488364804177581
-0.6462793096168148,-3.475379767685713
-0.6546395449169833,-3.457754244324974
-0.662945184364724,-3.433082056409824
-0.6713051114361067,-3.397470862213248
-0.6793840102658211,-3.346946918539672
-0.6877498404184825,-3.280987671641103
-0.696144419730758,-3.197276147789884
-0.7043140001481857,-3.091768982481174
-0.7125682270267701,-2.962624378244811
-0.7209371993379665,-2.806422846818748
-0.7290626727865767,-2.617697107263708
-0.7371322382283053,-2.392839649292253
-0.7453687799227612,-2.12864072421494
-0.7535420486344219,-1.818456844497637
-0.7617141637802276,-1.454453519930221
-0.7696551163130296,-1.033181903919267
-0.7777933541741026,-0.5522333755806289
-0.7859745599749129,-0.006945002378032084
-0.7940817826483152,0.6049513747377615
-0.8022129210269505,1.279990551811044
-0.8102516044298953,2.008352380808679
-0.8182879997896551,2.775223762234535
-0.8265304381919113,3.540679128581188
-0.8347719599179481,4.05732317965704
-0.8424338921450671,4.178479139560608
-0.850314644829642,4.21655413287084
-0.8582615276698788,4.24466242480316
-0.8662370209803444,4.263165352112563
-0.8742118271362815,4.276004408328216
-0.8821217515658203,4.287181377702904
-0.8900835600363377,4.296451059404025
-0.8979824169874487,4.303543714393609
-0.9057969068971021,4.309557470868277
-0.9136721926242063,4.313302663980879
-0.9214903504002318,4.315698521373196
-0.929272937158074,4.31822349663658
-0.9371666218676153,4.319543355928226
-0.9449587141059649,4.319924593974128
-0.9526948770172088,4.320149863211507
-0.960453654679807,4.319927358783789
-0.9681158985275253,4.319847621453347
-0.975872738860237,4.318928592723216
-0.9835614597414555,4.318309032838417
-0.9911618308856813,4.318058154936537
-0.9988845550623431,4.317267610823759
-1.006496056958969,4.316149190522772
-1.014112054815191,4.315661381557939
-1.021949254881086,4.315019553912053
-1.029390565676702,4.314382531109997
-1.036962564988771,4.313644962339392
-1.044509314205904,4.312688837229715
-1.052122206701858,4.3120583180925
-1.0596411256875,4.311607713297902
-1.067051952697917,4.311084648844551
-1.074349909998842,4.310651639970271
-1.081791021720244,4.309245604519184
-1.089270133325851,4.308711966291733
-1.09649547778943,4.308335805872795
-1.103888024496551,4.30788632537216
-1.111298524249533,4.307770021963463
-1.118662260832029,4.306986638023671
-1.126063377381375,4.306194896104909
-1.1333679002,4.306044704036533
-1.140547489776383,4.305725002055298
-1.14782237333406,4.305389137181481
-1.155018912048706,4.304889743500172
-1.162235230651763,4.304440319779485
-1.169307644438211,4.304213935943255
-1.176533628171014,4.303616173699032
-1.183883061124522,4.302824376177162
-1.190904164577292,4.303075647943686
-1.197863108869953,4.303338947070334
-1.204854056899147,4.302758329856978
-1.211896121797988,4.302350685146219
-1.218970655117554,4.301734703042903
-1.22589576069631,4.301648102094905
-1.232897559130387,4.301568435455071
-1.239915078901125,4.302073537647185
-1.246827605436863,4.302059226107677
-1.253939416948352,4.3014877569973
-1.260869259758193,4.301066906069449
-1.267473756005441,4.300741103508575
-1.274238278291063,4.301297010342799
-1.281084290341626,4.301719884192047
-1.287782341801229,4.301162425795175
-1.294666010128442,4.300728224444176
-1.301372294135368,4.30092414616682
-1.308245326921501,4.300942387673126
-1.314796512126926,4.301148396313248
-1.321516829909104,4.301583168589316
-1.327981181062201,4.300741235934098
-1.334650079278415,4.300253490583268
-1.341229961395796,4.299925442463055
-1.347729443398624,4.300256859234372
-1.35437741051844,4.300056167816021
-1.360843465405973,4.300372042586765
-1.367295868906325,4.300589396958206
-1.373876240735029,4.300019697408458
-1.380120373918284,4.300304758877857
-1.386656732542445,4.300392398741843
-1.393019728565102,4.300374845018668
-1.399048553917934,4.301183266850825
-1.405293433923503,4.301161074471487
-1.41181699926291,4.301074007640896
-1.418038318795323,4.301344837741678
-1.424118635191923,4.30167888320473
-1.430248263972173,4.301223092662152
-1.436594285028862,4.301618924814547
-1.442774017189315,4.302017443941079
-1.448891849762162,4.302324262916009
-1.454865206693168,4.301948165336367
-1.460787157951992,4.30209235742509
-1.466821227739644,4.301939117996283
-1.473031990579293,4.301826777853004
-1.479104501446532,4.302268719336068
-1.48504831833645,4.302930207024465
-1.491022379789734,4.30271139169349
-1.497059778697006,4.302763208497892
-1.502859334969583,4.303305446586597
-1.508839998851443,4.30335774511324
-1.514578515822557,4.302908522095414
-1.520277542019289,4.303077833646694
-1.526114140373785,4.303642371668476
-1.531766967918685,4.304079923421475
-1.537411825930911,4.303812724745708
-1.543044937730212,4.304056548583282
-1.548928155142627,4.304245532345424
-1.554629211603188,4.30389774949632
-1.559909110437327,4.304248846711313
-1.565033916681299,4.304826800574705
-1.570469580296401,4.305370869269527
-1.576086938744967,4.30496100030846
-1.581677627397972,4.305293446019865
-1.587122076145407,4.305606770418605
-1.592581908219621,4.305842933942601
-1.597878137915747,4.305471855022562
-1.603140470839941,4.305966935897371
-1.608534718038675,4.306457233009438
-1.613721027638207,4.306996025352787
-1.618860735705364,4.306952372395285
-1.624048983576339,4.307033563352626
-1.629379999288336,4.307532873190704
-1.634533152301725,4.307640931554611
-1.639565078529157,4.30712398049898
-1.644791638204884,4.307045696514173
-1.6498251939045,4.306955213327865
-1.654713209334505,4.307335437715054
-1.659640892516001,4.306983443189867
-1.664308127009839,4.307052959874763
-1.669113460820898,4.307524180956607
-1.674023140126286,4.307786380800035
-1.678867359768902,4.307502726891098
-1.683923378629527,4.307241960689967
-1.688617564511476,4.307726887305154
-1.693346505264316,4.308510309238637
-1.697867625556538,4.308533459772288
-1.702664936991467,4.308244010664276
-1.707516867957789,4.308248194112061
-1.712155282176765,4.308719472573675
-1.716697385530253,4.309139319416444
-1.721255149101496,4.308684983054854
-1.725826324804431,4.308594788795059
-1.730296829554149,4.308797666547773
-1.734701693254769,4.309489069666016
-1.738899440832088,4.309287258763963
-1.743442840125492,4.309229678575349
-1.747807001155516,4.309538187507983
-1.752017231851424,4.310172139344049
-1.756405706640892,4.310268102047558
-1.76084908316511,4.309583080217337
-1.76505330538245,4.309960198100299
-1.769237182882782,4.310387041062125
-1.773394780314186,4.310372302544212
-1.777382364518859,4.310481820866676
-1.781178314821669,4.310787599705233
-1.785299341747108,4.310545319549314
-1.789450375154271,4.310596690925391
-1.793480628812601,4.310970133458209
-1.797405423317292,4.31140929175658
-1.801260708360521,4.311165394692528
-1.805105314357249,4.31082390454189
-1.808936153506657,4.311079205082971
-1.812799769421775,4.31116854886005
-1.816574167508855,4.311862605873756
-1.820232905000184,4.311931719663358
-1.823970002506738,4.311506175567473
-1.827715105039738,4.312038613843569
-1.831399688453565,4.311924483476481
-1.834908113442166,4.31244082523736
-1.838357002017933,4.31302951351801
-1.842034803084429,4.312864774250304
