#Digilent WaveForms Network Analyzer - Network
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-12-22 09:25:05.754

Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1.706082389003126,-7.260019194467269,26.35042692344446
1.713957307508427,-7.24492471998774,26.37103866908664
1.721868574986008,-7.118255111643773,26.11263711802604
1.729816359215103,-7.20098678613029,26.48983711947766
1.737800828749376,-7.176414726196888,26.59440198935798
1.745822152920506,-7.24879351438134,27.03540699321181
1.753880501841764,-7.156991911731212,26.86264546347931
1.761976046411631,-7.142877296841682,26.91755915322167
1.770108958317422,-7.126583187242831,26.9891588214179
1.778279410038925,-7.016240759916029,26.68118601824114
1.786487574852052,-6.98695232866277,26.69562051235559
1.794733626832528,-6.882702679292497,26.46349801914586
1.803017740859572,-6.977262802343991,26.92533194392503
1.811340092619604,-6.843722195664814,26.53578013257965
1.819700858609984,-6.903643414974521,26.91660371570357
1.828100216142745,-6.775269777928562,26.61187773652389
1.836538343348347,-6.798224521108224,26.84154922591851
1.845015419179476,-6.798871470564382,27.01847835472778
1.853531623414814,-6.840251843246353,27.2894282424409
1.86208713666287,-6.799607775695592,27.28776714718629
1.870682140365802,-6.739515523934357,27.20652418203746
1.87931681680327,-6.730628406058009,27.30234587943541
1.887991349096295,-6.708730931695444,27.33257649185624
1.896705921211148,-6.686994287909421,27.39616660749752
1.90546071796325,-6.579653297805665,27.15645276285414
1.914255925021088,-6.556837477812593,27.23536418411673
1.923091728910159,-6.51466515326802,27.1186511701179
1.931968317016926,-6.489636291540945,27.26242393159166
1.940885877592779,-6.505611660501749,27.37452635224616
1.949844599758048,-6.479401849487809,27.52381538067928
1.958844673505991,-6.477654920712778,27.62581819587891
1.967886289706847,-6.44145906856328,27.59512932192528
1.976969640111862,-6.474378885803784,27.97513069769519
1.986094917357372,-6.40191965814018,27.85989698461555
1.995262314968881,-6.355619782321959,27.76950533439438
2.004472027365163,-6.352660751105183,27.94139518018764
2.01372424986239,-6.33748628400328,27.96621536933197
2.023019178678274,-6.308947681478866,28.00868679857753
2.032357010936223,-6.283524900903153,28.08564589900997
2.04173794466953,-6.16440263491461,27.63614595274845
2.051162178825567,-6.141663858374134,27.74579082839224
2.060629913270003,-6.143586536978692,27.97003136505649
2.070141348791044,-6.146925350034698,28.12405926341339
2.079696687103698,-6.124220503555388,28.05822595104378
2.089296130854041,-6.02822299394157,27.86129769617477
2.098939883623524,-6.032897687136712,28.06783826811181
2.108628149933291,-5.951393262421039,27.82783514802418
2.118361135248504,-5.948710796125805,28.02629789709079
2.128139045982714,-5.896363876116392,28.00477228076736
2.137962089502235,-5.940058385869901,28.18026998227076
2.147830474130536,-5.975581444428634,28.65608781937429
2.157744409152667,-5.93880402940038,28.55262080771432
2.167704104819696,-5.897966389065042,28.63065475678549
2.177709772353162,-5.851186137339574,28.49840643344408
2.187761623949554,-5.717156189616746,28.05279118049849
2.197859872784827,-5.729646470564323,28.31518336144077
2.208004733018901,-5.745602355632268,28.55645814391556
2.218196419800219,-5.667167052599199,28.36484900380442
2.228435149270305,-5.632853283861418,28.42465479084527
2.238721138568343,-5.631646880029296,28.45389609822506
2.249054605835783,-5.539756313987565,28.24493186197851
2.259435770220981,-5.584042704299829,28.63193443956783
2.269864851883824,-5.452654202847558,28.28326075266358
2.280342072000419,-5.400314198778152,28.12761276757863
2.290867652767774,-5.391059787932322,28.18125309126162
2.301441817408512,-5.3891276777772,28.49086163074759
2.312064790175596,-5.334327894273957,28.33790714382691
2.32273679635711,-5.234894525845304,28.01590373623748
2.333458062281005,-5.30339635634069,28.51396305618675
2.344228815319922,-5.287699725882543,28.62078637851204
2.355049283896011,-5.235677355549615,28.53167857913785
2.365919697485761,-5.248928144074609,28.7170141682599
2.376840286624878,-5.171910775652878,28.52408733197256
2.387811282913181,-5.166269252095743,28.65501899829814
2.398832919019493,-5.176043113678393,28.86203964948417
2.409905428686596,-5.165816729117703,28.93780255345217
2.42102904673618,-5.231974729533411,29.46510104786479
2.432204009073819,-5.210905287707694,29.47984189373329
2.443430552693974,-5.152108018594946,29.43576819812841
2.454708915685034,-5.091217843404722,29.3841992907241
2.466039337234341,-5.048706261086999,29.23740317832494
2.477422057633286,-5.038476949268771,29.45944532560104
2.488857318282393,-4.915486845162146,29.07969560074608
2.500345361696435,-4.927511477607924,29.33288799210706
2.511886431509582,-4.897031975468549,29.26622747428832
2.523480772480578,-4.868290337263595,29.26596982304478
2.53512863049791,-4.881429501292987,29.51969022140511
2.546830252585042,-4.912461365327949,29.82374340696077
2.558585886905648,-4.907345654693748,29.93467099909833
2.570395782768867,-4.865005657669556,29.96054921630854
2.582260190634598,-4.790668818898287,29.80922804985431
2.594179362118818,-4.769475287239469,29.8307521167787
2.606153549998897,-4.756159744144318,30.04202220291486
2.618183008218987,-4.75057614719432,30.08293637293778
2.630267991895384,-4.755182446924906,30.28777536587222
2.64240875732195,-4.739765230555991,30.39820406544968
2.654605561975542,-4.72347129627142,30.482205235273
2.666858664521483,-4.700152730029076,30.53554947034888
2.679168324819034,-4.640032555484249,30.4998920326513
2.691534803926916,-4.642740247516114,30.62193221124055
2.703958364108846,-4.599769070327739,30.56814941232146
2.716439268839086,-4.602972364875694,30.78611121499852
2.728977782808043,-4.556289654428098,30.73796611855952
2.741574171927887,-4.543036897522624,30.8542668477435
2.754228703338169,-4.468869413088983,30.6924535516019
2.766941645411513,-4.384192248637032,30.47349021009535
2.779713267759291,-4.365052428859847,30.58511988079657
2.792543841237342,-4.328462147334859,30.45706407458806
2.805433637951716,-4.316687816132248,30.62373030807308
2.818382931264458,-4.273802443258364,30.63044899165708
2.831391995799382,-4.241326506296573,30.53863818636863
2.844461107447917,-4.194998119194289,30.52240097076255
2.85759054337495,-4.11580963738079,30.27068811225702
2.870780582024695,-4.133037390510901,30.59053488301317
2.884031503126609,-4.109334831919144,30.68292702913756
2.897343587701327,-4.129543849481372,30.95302002387675
2.910717118066608,-4.119510873374339,31.01357389340903
2.924152377843336,-4.108431053614018,31.14026701015393
2.937649651961534,-4.095082165533513,31.32008516254839
2.95120922666639,-4.11943751430129,31.61859732569202
2.964831389524345,-4.077875995580641,31.65331952261553
2.978516429429194,-4.018264834922422,31.45826503299418
2.992264636608192,-4.06461573091747,31.85314171094987
3.006076302628232,-4.036424103595047,31.91356095985076
3.019951720402019,-4.01623551271503,31.98157473042971
3.033891184194275,-3.969007838281167,31.87724497036901
3.047894989627986,-3.980509149717392,32.13644300363488
3.061963433690682,-3.976280872724658,32.3452812302888
3.076096814740711,-3.926330228806416,32.25620260675678
3.090295432513592,-3.86967003709497,32.16008400912619
3.104559588128359,-3.84545833007248,32.19645501840201
3.118889584093939,-3.837453879944977,32.34166364697357
3.133285724315589,-3.809123162840441,32.4472822794194
3.14774831410132,-3.768253736330601,32.3394260454188
3.162277660168383,-3.806587643022587,32.75090803241571
3.176874070649772,-3.747598658605344,32.61884439731692
3.191537855100765,-3.729984868652625,32.73513302331658
3.206269324505468,-3.700359243199343,32.77563808551673
3.221068791283438,-3.631660790674171,32.6551905498856
3.235936569296288,-3.636237730734954,32.75866447534887
3.250872973854347,-3.596827814853313,32.85738856608838
3.26587832172336,-3.626836267711791,33.11984886654081
3.28095293113119,-3.572879036266983,33.01893074681453
3.296097121774579,-3.553740604820979,33.17931595469875
3.311311214825914,-3.539452413836135,33.15889216402697
3.326595532940047,-3.508144066403645,33.21143672953315
3.341950400261146,-3.485761757345019,33.28207350946042
3.357376142429549,-3.468263520225713,33.34214520717936
3.372873086588689,-3.460293335200397,33.56516377611699
3.388441561392027,-3.426895407699825,33.53657841837506
3.404081897010013,-3.364352539412759,33.42942065843425
3.41979442513709,-3.351326326720236,33.54756002353868
3.43557947899875,-3.340974198409776,33.69747721863438
3.451437393358564,-3.328775454833543,33.7644144160895
3.467368504525317,-3.27731120065097,33.78202101243505
3.48337315036012,-3.264957368346178,33.87719247288081
3.499451670283577,-3.267844662605579,34.0755996578807
3.515604405282983,-3.196772460326944,33.94422663064938
3.531831697919574,-3.172427428123932,33.90124200580645
3.548133892335757,-3.15190931188583,33.98507099340056
3.564511334262443,-3.09808906998339,33.88525671872893
3.580964371026362,-3.155074593528556,34.44009754980969
3.597493351557427,-3.139624404663452,34.59731712700075
3.614098626396135,-3.123341533145225,34.74932927330499
3.630780547701018,-3.083850777579066,34.60768543952598
3.64753946925608,-3.038345254108461,34.65219159419379
3.664375746478333,-3.044337620262757,34.79466195280989
3.681289736425317,-3.005686119086366,34.76588075826442
3.698281797802666,-2.969392622393916,34.81147541002895
3.715352290971728,-2.955799943955169,34.97026791897426
3.73250157795721,-2.958528010577114,35.21312332972273
3.749730022454838,-2.902982622121802,35.11420705574739
3.767037989839089,-2.885391728410796,35.15320960460546
3.784425847170935,-2.863469123306742,35.30714335926264
3.801893963205617,-2.851389965787088,35.39084225162988
3.819442708400468,-2.79424492631204,35.31785350663703
3.837072454922792,-2.772183392606217,35.35949518504707
3.854783576657721,-2.745628556249185,35.34656006575138
3.872576449216173,-2.691928013671761,35.27478396009303
3.890451449942809,-2.707416336662812,35.59457783812337
3.908408957924025,-2.638891149092553,35.39937861067125
3.926449353996001,-2.604021707895649,35.36448922726751
3.944573020752789,-2.610496611357015,35.68796329912222
3.962780342554397,-2.592057266545595,35.74304339810769
3.981071705534974,-2.59496987556934,36.00868059539251
3.999447497610977,-2.556545337383733,35.89835462733594
4.017908108489404,-2.556621028271747,36.15295032760154
4.036453929676053,-2.529646797875556,36.16760467023389
4.055085354483843,-2.477776604396833,36.19798917263978
4.07380277804113,-2.447114714452098,36.12094093151555
4.09260659730011,-2.383935269094577,36.04288551561417
4.111497211045225,-2.380784148831236,36.1581263762037
4.13047501990162,-2.338596671364072,36.11732762388962
4.149540426343632,-2.327752448212236,36.21498298136838
4.16869383470336,-2.290554439558398,36.24555586424943
4.187935651179187,-2.293460434378333,36.432966264996
4.207266283844442,-2.270312144785344,36.48603454244662
4.226686142656034,-2.236762889986434,36.47452070454116
4.246195639463135,-2.228409469845849,36.76688328855673
4.265795188015931,-2.157344727045221,36.46139518938659
4.285485203974401,-2.177098928412404,36.83308556910166
4.30526610491711,-2.116464546624106,36.54031820515233
4.325138310350089,-2.093399103980544,36.76925604340519
4.345102241715718,-2.090201237362322,36.88470410116129
4.365158322401665,-2.058589265060306,36.9962784955792
4.385306977749861,-2.01427019895726,36.91043862160848
4.405548635065538,-1.944710957808096,36.65210014146821
4.42588372362627,-1.925728537029826,36.75124077928814
4.446312674691089,-1.906226007413974,36.83847070204885
4.466835921509634,-1.888459400674312,36.93582780588456
4.487453899331328,-1.818859948845047,36.72179606720824
4.508167045414605,-1.833010748164938,37.01062163751293
4.528975799036213,-1.791037774721611,37.03964408079018
4.549880601500489,-1.754827079210288,36.94926978482492
4.570881896148753,-1.722962308083112,37.0025318745793
4.591980128368689,-1.700579828581663,37.05957950913731
4.6131757456038,-1.712352981510962,37.28073585224632
4.634469197362884,-1.687731409145168,37.36030741157846
4.655860935229596,-1.646777368148171,37.37368670723093
4.677351412871986,-1.615263463294334,37.39041825956469
4.698941086052156,-1.604686392647635,37.57261976041764
4.72063041263591,-1.564851489263907,37.5378893343528
4.742419852602453,-1.547090699166988,37.65409811190983
4.764309868054161,-1.522259613601809,37.65801175912868
4.786300923226389,-1.500159601094582,37.72662771177573
4.80839348449729,-1.459543319548607,37.7511628401387
4.830588020397728,-1.432827989700711,37.80123139392697
4.852885001621215,-1.390844629174047,37.68446423146995
4.87528490103387,-1.361792898340172,37.59440295452161
4.897788193684466,-1.378934913880324,38.1168000998689
4.920395356814517,-1.313032826508232,37.80372357945343
4.943106869868359,-1.27351629102195,37.72756593853694
4.965923214503363,-1.266619517605424,37.9620400427134
4.988844874600127,-1.205878939444697,37.80211400182628
5.01187233627273,-1.160901432266763,37.59796977793692
5.035006087879053,-1.185995405886443,38.01586102199019
5.058246620031148,-1.1550291894008,38.0776151254402
5.08159442560561,-1.113549067657268,38.1179598039074
5.105049999754065,-1.113731151856132,38.33731517539898
5.128613839913653,-1.087910196900143,38.30381549931522
5.152286445817572,-1.058081599299707,38.33341629561119
5.176068319505681,-1.021461565821869,38.29131204731257
5.199959965335167,-0.9819797312481313,38.28257219294735
5.223961889991203,-0.9710904312224629,38.43654186313856
5.248074602497728,-0.9288617533411937,38.39638293117179
5.272298614228232,-0.8878844801772069,38.33105628181333
5.296634438916586,-0.8536375876084075,38.37845297848027
5.321082592667947,-0.8409017313542608,38.44617346550933
5.345643593969725,-0.8459474907886211,38.7009591795133
5.370317963702532,-0.796782955347115,38.66936104405947
5.395106225151279,-0.7834999907121778,38.82811671889046
5.420008904016244,-0.7425951470174658,38.62970205940371
5.445026528424214,-0.6961310711641434,38.6371751103619
5.470159628939721,-0.6833716547018656,38.74022747600357
5.495408738576254,-0.6370183142479581,38.69123390416689
5.520774392807579,-0.636257381323365,38.88854962516928
5.54625712957911,-0.5775870947420512,38.68341032198875
5.571857489319304,-0.5653715650899013,38.76797045445043
5.597576014951104,-0.5242576843962738,38.81117362651357
5.623413251903497,-0.4939017711185561,38.78600000233047
5.649369748123029,-0.4483200296300366,38.67476343652345
5.675446054085477,-0.4263531542416886,38.66407781517489
5.701642722807478,-0.3683461914470157,38.41477029871828
5.727960309858292,-0.3278014018132231,38.37901790238459
5.754399373371577,-0.3024441556887852,38.54049061797993
5.780960474057187,-0.3156177736096806,38.74389398786033
5.807644175213123,-0.2685995928329984,38.67503323888883
5.834451042737453,-0.2670036025482593,38.88487091042504
5.861381645140291,-0.243792127709746,38.98989394158019
5.88843655355589,-0.2050021149460171,38.93002714133493
5.915616341754749,-0.1786434522879014,38.96491583434894
5.942921586155733,-0.1134657850294281,38.78365656317118
5.970352865838373,-0.1013941461934136,38.89383403547155
5.9979107625551,-0.07856228391213724,38.99427018222598
6.02559586074358,-0.03642697260345774,38.71925720292565
6.053408747539136,0.02806267549951004,38.54731768681228
6.081350012787182,0.02527830413187069,38.87322469100991
6.109420249055726,0.05583840038763198,38.77521804855276
6.137620051647946,0.1288677029986798,38.52081425313796
6.165950018614822,0.1694414224679101,38.44276357378632
6.194410750767818,0.1846358687013757,38.42756855836867
6.223002851691595,0.2334202518073109,38.44946484077622
6.251726927756862,0.2603497042311017,38.45131861218789
6.280583588133187,0.2851401925990443,38.48135173481336
6.309573444801936,0.2939880018121688,38.60247510027688
6.33869711256927,0.3182322367659093,38.72464168918901
6.367955209079161,0.3093036903114909,38.93639102403007
6.397348354826482,0.3380323307973289,38.99233796766126
6.4268771731702,0.3871986089011073,38.84061425161917
6.456542290346563,0.4185975879514156,38.90338558609891
6.486344335482388,0.4572916998482673,38.80761698179082
6.516283940608427,0.4866287602544314,38.72447836997819
6.546361740672753,0.4864261500172898,39.0702362939072
6.576578373554206,0.4957710482823597,39.29261173892921
6.606934480075965,0.5108789191570458,39.29765278937799
6.637430704019097,0.5308192849460648,39.34376204417119
6.668067692136225,0.545516771537238,39.46211126474623
6.698846094165265,0.5689508758632752,39.60071838841702
6.729766562843182,0.6103009590058466,39.57121936940106
6.760829753919818,0.6178496650291877,39.6995297114198
6.79203632617185,0.6611929063555262,39.58480739577607
6.823386941416704,0.6834208403691694,39.60532589259323
6.854882264526621,0.7204013268376076,39.72335480767229
6.886522963442762,0.7361675729196004,39.75249313559697
6.918309709189369,0.7649579772891769,39.74154562867693
6.950243175887969,0.7953635829167396,39.71167398579009
6.982324040771719,0.8298890120779651,39.74650332214856
7.014552984199721,0.8672440022183081,39.72337839772644
7.046930689671474,0.8797943327683478,39.79251432289841
7.07945784384138,0.9133363925711346,39.69885747307441
7.112135136533295,0.9395108594606817,39.72569475166477
7.144963260755135,0.9885016085976799,39.62065103855456
7.177942912713622,1.021363321758438,39.64802361901866
7.211074791829005,1.069071446659301,39.43982691073275
7.244359600749906,1.082819797242801,39.46729349305647
7.277798045368242,1.119373198213485,39.42376618146237
7.31139083483418,1.13862506858839,39.56777255014229
7.345138681571151,1.135078674456142,39.7826230843761
7.379042301291015,1.178051192011858,39.77078943311272
7.413102413009184,1.191532427477875,39.8376538795662
7.447319739059895,1.226009926908895,39.77746585361665
7.481695005111545,1.251167884445382,39.85766731093419
7.51622894018206,1.283400527255008,39.79816065816469
7.550922276654342,1.305790592462253,39.87161865130655
7.585775750291844,1.333441847527457,39.82659457150118
7.62079010025413,1.363595542735994,39.70020529098264
7.655966069112569,1.376627163246575,40.01724859835662
7.691304402866098,1.409398939813817,39.88184609308914
7.72680585095703,1.440264578144602,39.85373246966969
7.76247116628692,1.457612444082406,40.01351235410451
7.798301105232593,1.49025117046185,39.8485565915306
7.834296427662129,1.532588956180006,39.77002562737158
7.870457896950994,1.591641327301096,39.4579191032655
7.906786279998252,1.681257864597418,38.96746984870583
7.943282347242821,1.65398001006956,39.35234751878183
7.979946872679768,1.649695858978305,39.60293526701471
8.016780633876797,1.716872474702563,39.34761156654336
8.053784411990677,1.729314576623206,39.51215062268263
8.090958991783829,1.768521240863915,39.37961172010756
8.128305161640995,1.795525088238802,39.42654113784945
8.165823713585931,1.813575554128605,39.36828538154359
8.203515443298185,1.85702874885931,39.35134429329617
8.24138115013003,1.883643351573698,39.36513883110089
8.279421637123352,1.919669557781938,39.1695824648915
8.317637711026718,1.980614224921649,38.84170910354487
8.356030182312484,1.993840539834516,38.95986514370676
8.394599865193982,2.032708340853947,38.80496377274444
8.433347577642758,2.053417737074211,38.94852079506015
8.472274141405972,2.071459118039688,38.94393665860559
8.511380382023777,2.081232670581123,39.17189653478648
8.550667128846841,2.143642807018424,38.763862386537
8.59013521505396,2.169844018522185,38.81983547810567
8.62978547766971,2.191636027617772,38.78840509515658
8.669618757582169,2.231252654611039,38.63341481285983
8.709635899560816,2.271153900306962,38.5196784280217
8.749837752274374,2.289038447583999,38.60758245421428
8.790225168308851,2.322216316338911,38.53504757753127
8.830799004185632,2.291434427011533,38.97879424191336
8.871560120379616,2.348456078867472,38.75994168720624
8.912509381337459,2.37490886420324,38.74472703698096
8.953647655495946,2.363974021884614,39.19276903496154
8.994975815300364,2.419320762675283,38.87090452687484
9.036494737223023,2.440639951028508,38.94443840485371
9.07820530178186,2.490014248558829,38.56202253853108
9.120108393559105,2.508713415189638,38.68277178382115
9.162204901220001,2.532539947146081,38.72052015837313
9.204495717531721,2.563931698453832,38.65351710195961
9.246981739382239,2.586625392527564,38.76416405519386
9.289663867799373,2.600645960890886,38.70940801426991
9.332543007969916,2.644553436554129,38.62134131254278
9.375620069258812,2.671971777611279,38.55213610237621
9.418895965228417,2.70470901191863,38.42240741661432
9.462371613657929,2.743831433278126,38.37405536404471
9.50604793656283,2.764800307556089,38.30469704274466
9.549925860214369,2.782779727644478,38.33769369471109
9.594006315159337,2.822697912497128,38.2014177530944
9.638290236239714,2.844484124740442,38.30072202777077
9.682778562612496,2.877992439933832,38.15350616322868
9.72747223776965,2.894409357657566,38.28959237392003
9.772372209558123,2.925699382277708,38.10806731039887
9.817479430199853,2.950483775929658,38.10552214647873
9.862794856312108,2.975402191431286,38.12447491965926
9.908319448927685,3.02142689413786,37.97993836423957
9.954054173515276,3.044444201374879,37.96870759096711
10,3.069809512627853,37.83194645643896
10.04615790278396,3.086581761319552,37.8878006696516
10.09252886076685,3.118651660242138,37.82511779544689
10.13911385736679,3.142684097398817,37.78303813743061
10.18591388054118,3.178591418832451,37.5986202979513
10.23292992280755,3.197381043121562,37.73151542157073
10.28016298126474,3.233218462337717,37.57700484109509
10.32761405761399,3.247552789170331,37.63688203680601
10.37528415818013,3.272774987436086,37.59632307534659
10.42317429393304,3.286927174629171,37.67658222547769
10.47128548050901,3.321228784599586,37.56019219843967
10.51961873823224,3.342219941713354,37.52283136804263
10.56817509213659,3.383338033272432,37.43089422859919
10.61695557198726,3.40335718526429,37.45575789272154
10.66596121230259,3.433166449512741,37.34200778050069
10.71519305237607,3.465281941715437,37.2817377885975
10.76465213629836,3.490654318710759,37.22260054739214
10.81433951297939,3.497587415351578,37.23892886512436
10.86425623617066,3.539702494555772,37.20443983218308
10.91440336448757,3.552529542189947,37.18431767338168
10.96478196143186,3.580160389045722,37.24305723815464
11.01539309541415,3.591881174601607,37.2137379309828
11.06623783977667,3.630213575218055,37.06203227252121
11.11731727281592,3.647968475722861,37.09468118575285
11.16863247780561,3.68438667891588,36.99039379285031
11.22018454301964,3.710159514413418,36.9039396386446
11.27197456175511,3.731626934638318,36.94370581571585
11.32400363235557,3.749199410850154,36.89523981371913
11.37627285823432,3.766493764013012,36.88622946731269
11.42878334789772,3.79569037869584,36.79099700287207
11.48153621496883,3.815358086646914,36.78061455001739
11.53453257821093,3.865581713579462,36.55574609009516
11.58777356155127,3.879320866566644,36.55284795388313
11.64126029410491,3.91278047533299,36.47566027819849
11.69499391019872,3.952932266992041,36.22459773949914
11.7489755493953,3.971406709196609,36.18817620723119
11.8032063565173,3.994118156346041,36.15053694295727
11.85768748167161,4.016377606619664,36.03912707443976
11.91242008027376,4.059509773548967,35.79546679404784
11.96740531307244,4.082548939473323,35.76417607360227
12.02264434617414,4.107118172057912,35.74777003335399
12.07813835106781,4.136461449501129,35.54645879585417
12.13388850464977,4.165641440468039,35.44621985810058
12.18989598924867,4.189669544240565,35.22638102170967
12.2461619926505,4.21814316635931,35.35420924650838
12.30268770812382,4.204148665503934,35.66004968189339
12.35947433444511,4.230624577880999,35.55041131572872
12.41652307592412,4.259891903122195,35.58712215566028
12.47383514242943,4.299833554689156,35.25234025274219
12.53141174941417,4.325699711774761,35.16934224420235
