#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-12-21 21:18:27.003

Time (s),Channel 2 (V)
-0.00053235,-0.2467683948922359
-0.00053222,-0.2471056975516735
-0.00053209,-0.2481176055299861
-0.0005319600000000001,-0.2491295135082987
-0.0005318300000000001,-0.2491295135082987
-0.0005317000000000001,-0.2491295135082987
-0.00053157,-0.2491295135082987
-0.00053144,-0.2487922108488612
-0.00053131,-0.2494668161677363
-0.00053118,-0.2498041188271738
-0.00053105,-0.2504787241460489
-0.00053092,-0.2501414214866113
-0.0005307900000000001,-0.2501414214866113
-0.0005306600000000001,-0.2498041188271738
-0.0005305300000000001,-0.2504787241460489
-0.0005304,-0.2508160268054864
-0.00053027,-0.2514906321243615
-0.00053014,-0.251153329464924
-0.00053001,-0.2504787241460489
-0.00052988,-0.251153329464924
-0.0005297500000000001,-0.2518279347837991
-0.0005296200000000001,-0.2514906321243615
-0.0005294900000000001,-0.2525025401026741
-0.00052936,-0.2528398427621117
-0.00052923,-0.2521652374432366
-0.0005291,-0.2525025401026741
-0.00052897,-0.2528398427621117
-0.00052884,-0.2531771454215492
-0.0005287100000000001,-0.2538517507404243
-0.0005285800000000001,-0.2541890533998619
-0.0005284500000000001,-0.2531771454215492
-0.00052832,-0.2531771454215492
-0.00052819,-0.2535144480809868
-0.00052806,-0.2545263560592994
-0.00052793,-0.2545263560592994
-0.0005278,-0.2545263560592994
-0.00052767,-0.254863658718737
-0.0005275400000000001,-0.2541890533998619
-0.0005274100000000001,-0.254863658718737
-0.00052728,-0.2552009613781745
-0.00052715,-0.2558755666970496
-0.00052702,-0.2558755666970496
-0.00052689,-0.255538264037612
-0.00052676,-0.254863658718737
-0.00052663,-0.2552009613781745
-0.0005265000000000001,-0.2558755666970496
-0.0005263700000000001,-0.2565501720159247
-0.0005262400000000001,-0.2565501720159247
-0.00052611,-0.2565501720159247
-0.00052598,-0.2552009613781745
-0.00052585,-0.255538264037612
-0.00052572,-0.2558755666970496
-0.00052559,-0.2568874746753622
-0.0005254600000000001,-0.2578993826536748
-0.0005253300000000001,-0.2568874746753622
-0.0005252000000000001,-0.2562128693564871
-0.00052507,-0.2562128693564871
-0.00052494,-0.2568874746753622
-0.00052481,-0.2572247773347998
-0.00052468,-0.2578993826536748
-0.00052455,-0.2572247773347998
-0.0005244200000000001,-0.2565501720159247
-0.0005242900000000001,-0.2562128693564871
-0.0005241600000000001,-0.2568874746753622
-0.00052403,-0.2575620799942373
-0.0005239,-0.2589112906319875
-0.00052377,-0.2582366853131124
-0.00052364,-0.2572247773347998
-0.00052351,-0.2568874746753622
-0.00052338,-0.2572247773347998
-0.0005232500000000001,-0.2578993826536748
-0.0005231200000000001,-0.2582366853131124
-0.0005229900000000001,-0.2585739879725499
-0.00052286,-0.2575620799942373
-0.00052273,-0.2572247773347998
-0.0005226,-0.2572247773347998
