#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-12-22 00:30:32.099

Time (s),Channel 2 (V)
-0.009984113684210526,-0.000976759576648222
-0.009979233684210527,-0.0006394569172106786
-0.009974353684210525,-0.001314062236085765
-0.009969473684210526,-0.000976759576648222
-0.009964593684210528,-0.0006394569172106786
-0.009959713684210525,-0.000976759576648222
-0.009954833684210527,-0.0006394569172106786
-0.009949953684210528,-0.0006394569172106786
-0.009945073684210525,-0.000976759576648222
-0.009940193684210527,-0.000976759576648222
-0.009935313684210528,-0.000976759576648222
-0.009930433684210526,-0.001314062236085765
-0.009925553684210527,-0.0006394569172106786
-0.009920673684210528,-0.0003021542577731351
-0.009915793684210526,-0.0006394569172106786
-0.009910913684210527,-0.000976759576648222
-0.009906033684210525,-0.000976759576648222
-0.009901153684210526,-0.0006394569172106786
-0.009896273684210527,-0.000976759576648222
-0.009891393684210525,-0.0003021542577731351
-0.009886513684210526,-0.0006394569172106786
-0.009881633684210528,-0.0006394569172106786
-0.009876753684210525,-0.000976759576648222
-0.009871873684210527,-0.0003021542577731351
-0.009866993684210528,-0.0003021542577731351
-0.009862113684210526,-0.0006394569172106786
-0.009857233684210527,-0.0006394569172106786
-0.009852353684210528,-0.000976759576648222
-0.009847473684210526,-0.000976759576648222
-0.009842593684210527,-0.0006394569172106786
-0.009837713684210528,-0.000976759576648222
-0.009832833684210526,-0.000976759576648222
-0.009827953684210527,-0.0006394569172106786
-0.009823073684210525,-0.0003021542577731351
-0.009818193684210526,-0.0006394569172106786
-0.009813313684210527,-0.0006394569172106786
-0.009808433684210525,-0.001314062236085765
-0.009803553684210526,-0.001314062236085765
-0.009798673684210528,-0.000976759576648222
-0.009793793684210525,-0.000976759576648222
-0.009788913684210527,-0.0003021542577731351
-0.009784033684210528,-0.000976759576648222
-0.009779153684210526,-0.0006394569172106786
-0.009774273684210527,-0.0006394569172106786
-0.009769393684210528,-0.0006394569172106786
-0.009764513684210526,-0.000976759576648222
-0.009759633684210527,-0.000976759576648222
-0.009754753684210528,-0.0006394569172106786
-0.009749873684210526,-0.000976759576648222
-0.009744993684210527,-0.001651364895523309
-0.009740113684210525,-0.001314062236085765
-0.009735233684210526,-0.0006394569172106786
-0.009730353684210527,-0.0006394569172106786
-0.009725473684210525,-0.000976759576648222
-0.009720593684210526,-0.000976759576648222
-0.009715713684210528,-0.0006394569172106786
-0.009710833684210525,-0.0006394569172106786
-0.009705953684210527,-0.000976759576648222
-0.009701073684210528,-0.0006394569172106786
-0.009696193684210526,-0.0003021542577731351
-0.009691313684210527,-0.000976759576648222
-0.009686433684210528,-0.000976759576648222
-0.009681553684210526,-0.0006394569172106786
-0.009676673684210527,-0.000976759576648222
-0.009671793684210528,-0.0006394569172106786
-0.009666913684210526,-0.0006394569172106786
-0.009662033684210527,-0.0003021542577731351
-0.009657153684210525,-0.0003021542577731351
-0.009652273684210526,-0.0003021542577731351
-0.009647393684210527,-0.0006394569172106786
-0.009642513684210525,-0.0003021542577731351
-0.009637633684210526,-0.000976759576648222
-0.009632753684210528,-0.000976759576648222
-0.009627873684210525,-0.001314062236085765
-0.009622993684210527,-0.000976759576648222
-0.009618113684210528,-0.000976759576648222
-0.009613233684210526,-0.000976759576648222
-0.009608353684210527,-0.0006394569172106786
-0.009603473684210528,-0.0006394569172106786
-0.009598593684210526,-0.0003021542577731351
-0.009593713684210527,-0.0003021542577731351
-0.009588833684210528,-0.0006394569172106786
-0.009583953684210526,-0.0006394569172106786
-0.009579073684210527,-0.0003021542577731351
-0.009574193684210525,-0.0003021542577731351
-0.009569313684210526,-0.0003021542577731351
-0.009564433684210527,-0.0006394569172106786
-0.009559553684210525,3.514840166440837e-05
-0.009554673684210526,-0.0003021542577731351
-0.009549793684210528,-0.0003021542577731351
-0.009544913684210525,-0.0003021542577731351
-0.009540033684210527,-0.0003021542577731351
-0.009535153684210528,-0.0003021542577731351
-0.009530273684210526,-0.0003021542577731351
-0.009525393684210527,-0.0003021542577731351
-0.009520513684210528,-0.0003021542577731351
-0.009515633684210526,-0.0003021542577731351
-0.009510753684210527,-0.0003021542577731351
-0.009505873684210525,3.514840166440837e-05
-0.009500993684210526,0.0003724510611019518
-0.009496113684210527,0.0003724510611019518
-0.009491233684210525,3.514840166440837e-05
-0.009486353684210526,3.514840166440837e-05
-0.009481473684210527,3.514840166440837e-05
-0.009476593684210525,0.0003724510611019518
-0.009471713684210526,3.514840166440837e-05
