2144;2617
2076;2608
2002;2599
1924;2581
1832;2553
1768;2521
1708;2493
1662;2452
1593;2406
1547;2351
1497;2291
1460;2236
1423;2186
1396;2112
1373;2057
1355;1979
1336;1892
1332;1818
1327;1740
1332;1676
1341;1607
1368;1543
1382;1483
1410;1423
1451;1359
1515;1272
1561;1226
1603;1185
1662;1143
1708;1111
1786;1070
1855;1042
1919;1015
2002;996
2062;992
2140;987
