2135;2617
2062;2608
1988;2594
1919;2585
1855;2567
1795;2535
1731;2498
1676;2470
1621;2415
1575;2369
1529;2310
1483;2259
1451;2177
1419;2112
1396;2043
1382;1961
1373;1896
1364;1828
1368;1740
1373;1685
1387;1621
1401;1561
1428;1497
1460;1446
1497;1387
1552;1318
1598;1272
1662;1226
1727;1185
1782;1143
1855;1116
1919;1093
1997;1075
2066;1065
2135;1061
