2144,2613
2085,2608
2025,2599
1970,259
1906,2571
1846,2544
1791,2516
1731,247
1671,242
1635,2388
1589,2324
1543,2264
1511,219
1488,2108
1465,202
1460,1938
1465,1841
1479,1772
1497,1704
1520,163
1561,1557
1603,1492
1662,1433
1708,1382
1768,1336
1828,1304
1887,1277
1952,1258
2030,1235
2099,1226
