#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-10-05 16:52:34.833
#Sample rate: 160000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 1 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Triangle
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 2 V
#Offset: 2 V
#Symmetry: 50 %
#Phase: 0 °

#Time (s),Channel 1 (V),Channel 2 (V)
-0.02635404166666667,1.749682732628814,0.07188061486186116
-0.02634779166666667,1.727891846206065,0.04320988880966046
-0.02634154166666667,1.699731316059773,0.02229712392454228
-0.02633529166666667,1.663860164563884,0.008805017547040538
-0.02632904166666667,1.620278391718412,0.001721661698852126
-0.02632279166666667,1.574014663620911,-0.001314062236085765
-0.02631654166666667,1.525068980271359,-0.002325970214398549
-0.02631029166666667,1.475788052515348,-0.002663272873835939
-0.02630404166666667,1.425501391539803,-0.002663272873835939
-0.02629779166666667,1.375885219377266,-0.002663272873835939
-0.02629154166666667,1.325933802808225,-0.002663272873835939
-0.02628529166666667,1.275982386239161,-0.002663272873835939
-0.02627904166666667,1.22569572526364,-0.002663272873835939
-0.02627279166666667,1.176414797507606,-0.002663272873835939
-0.02626654166666667,1.126128136532061,-0.002663272873835939
-0.02626029166666667,1.076176719963021,-0.002325970214398396
-0.02625404166666667,1.026225303393957,-0.002663272873835786
-0.02624779166666667,0.9772796200444496,-0.002325970214398396
-0.02624154166666667,0.926992959068905,-0.002663272873835939
-0.02623529166666667,0.8773767869063678,-0.002663272873835939
-0.02622904166666667,0.8267548815243196,-0.002325970214398396
-0.02622279166666667,0.7768034649552562,-0.002325970214398396
-0.02621654166666667,0.7271872927927414,-0.002325970214398396
-0.02621029166666667,0.6772358762237005,-0.002325970214398396
-0.02620404166666667,0.6272844596546596,-0.002325970214398396
-0.02619779166666667,0.5773330430856187,-0.002325970214398396
-0.02619154166666667,0.527716870923059,-0.002325970214398396
-0.02618529166666667,0.4781006987605442,-0.002325970214398396
-0.02617904166666667,0.4271435489719924,-0.002325970214398396
-0.02617279166666667,0.3778626212159588,-0.001988667554960852
-0.02616654166666667,0.3275759602404142,-0.002325970214398396
-0.02616029166666667,0.2782950324843578,-0.002325970214398242
-0.02615404166666667,0.2280083715088361,-0.001988667554960852
-0.02614779166666667,0.1780569549397952,-0.001988667554960852
-0.02614154166666667,0.1277702939642507,-0.002325970214398396
-0.02613529166666667,0.07815412180171341,-0.001988667554960852
-0.02612904166666667,0.02786746082619176,-0.002325970214398242
-0.02612279166666667,0.01848061744406724,-0.001651364895523309
-0.02611654166666667,0.06809678960660451,-0.001314062236085765
-0.02611029166666667,0.1187186949886527,-0.001651364895523309
-0.02610404166666667,0.1686701115576936,-0.001314062236085765
-0.02609779166666667,0.2186215281267118,-0.001314062236085765
-0.02609154166666667,0.268908189102279,-0.001314062236085765
-0.02608529166666667,0.3181891168583126,-0.001314062236085765
-0.02607904166666667,0.3684757778338572,-0.001314062236085765
-0.02607279166666667,0.4184271944028981,-0.001314062236085765
-0.02606654166666667,0.4683786109719162,-0.001314062236085765
-0.02606029166666667,0.5186652719474835,-0.001314062236085765
-0.02605404166666667,0.5679461997035171,-0.001651364895523309
-0.02604779166666667,0.6185681050855653,-0.001651364895523309
-0.02604154166666667,0.6678490328415989,-0.001314062236085765
-0.02603529166666667,0.7184709382236241,-0.001651364895523156
-0.02602904166666667,0.7677518659796807,-0.001314062236085765
-0.02602279166666667,0.8177032825487216,-0.001651364895523309
-0.02601654166666667,0.8679899435242662,-0.001314062236085765
-0.02601029166666667,0.9179413600933071,-0.001314062236085765
-0.02600404166666667,0.9675575322558218,-0.001314062236085765
-0.02599779166666667,1.017173704418382,-0.001314062236085765
-0.02599154166666667,1.067125120987423,-0.001314062236085765
-0.02598529166666667,1.117076537556464,-0.001651364895523309
-0.02597904166666667,1.167027954125504,-0.001651364895523309
-0.02597279166666667,1.216979370694523,-0.001314062236085919
-0.02596654166666667,1.266595542857083,-0.001651364895523309
-0.02596029166666667,1.316546959426123,-0.001651364895523309
-0.02595404166666667,1.365827887182157,-0.001314062236085765
-0.02594779166666667,1.416449792564205,-0.001314062236085765
-0.02594154166666667,1.466401209133223,-0.001314062236085765
-0.02593529166666667,1.516017381295783,-0.001314062236085765
-0.02592904166666667,1.56462782023881,-0.0003021542577731351
-0.02592279166666667,1.611562037149318,0.002058964358289669
-0.02591654166666667,1.656484787620804,0.007793109568727908
-0.02591029166666667,1.694702649962201,0.01993600530847395
-0.02590404166666667,1.724874646547545,0.03882495423698191
-0.02589779166666667,1.747671266189792,0.06580916699198538
-0.02589154166666667,1.765103975327981,0.09785291963855201
-0.02588529166666667,1.778513751588126,0.1342816068578067
-0.02587904166666667,1.790247305815748,0.171722202055357
-0.02587279166666667,1.800304638010862,0.2115239158690042
-0.02586654166666667,1.809020992579956,0.2516629323420718
-0.02586029166666667,1.817066858336043,0.2934884621123272
-0.02585404166666667,1.82410699087262,0.3353139918825826
-0.02584779166666667,1.830811879002689,0.3781514296311311
-0.02584154166666667,1.837181522726261,0.4209888673797186
-0.02583529166666667,1.84355116644983,0.4641636077877242
-0.02582904166666667,1.848915076953888,0.5086875588334799
-0.02582279166666667,1.854949476270954,0.5525369045603606
