#Digilent WaveForms Oscilloscope XY
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-10-07 17:15:23.910

#Channel 1 (V),Math 1 (A)
1.929995221242664,0.005484050372799326
1.929637627209309,0.005474102275929195
1.929324732430086,0.005452962570086495
1.92914593541352,0.005428817709978822
1.928631893989966,0.005404776475881363
1.92778260816005,0.005382289631916933
1.927134468974415,0.005359699161946664
1.926978021584801,0.005343015374490336
1.926620427551444,0.005325502578960935
1.926307532771459,0.005301357718855379
1.925949938737558,0.005277316484755843
1.92527944992493,0.005255658648865587
1.924787758129145,0.005235451577103373
1.924631310739345,0.005216902521484016
1.924452513722008,0.005198975221919583
1.923938472299034,0.005177835516074796
1.9234467805032,0.005153690655966903
1.922932739079695,0.005129649421869679
1.922083453249779,0.005106333569834719
1.921614111080902,0.005086333750087862
1.921614111080901,0.005070893474741056
1.921077720030203,0.005051100907013967
1.920608377861136,0.005028717689061119
1.920608377861136,0.005007681609224118
1.920429580844575,0.004985091139253911
1.920094336437633,0.004966749335652403
1.919580295014652,0.004950272800213411
1.918909806201536,0.004929133094368753
1.91841811440494,0.004904988234262933
1.917546478948067,0.004881776008236065
1.916741892372833,0.004859185538263987
1.916585444983215,0.004837527702374168
1.916406647966407,0.004820636662899858
1.915892606542911,0.004802502111317843
1.915579711763688,0.004779911641345412
1.915400914746352,0.004756595789310438
1.914886873323331,0.004733279937275872
1.91439518152736,0.004711622101385909
1.914059937120419,0.004693073045768084
1.913545895697434,0.004674316738131129
1.912875406884274,0.00465245165022201
1.912383715087728,0.004629964806259388
1.912048470681555,0.004607374336289026
1.91171322627509,0.004581571460036736
1.911377981868917,0.004561053510245179
1.911042737461977,0.00454540598288009
1.910707493055622,0.004524991659098346
1.910014654615303,0.004504991839353625
1.909366515429872,0.004484577515571541
1.908852474006114,0.004461261663536549
1.908539579226845,0.00443960382764672
1.908181985192958,0.004421883780099958
1.907511496380362,0.004402194838380916
1.907019804584394,0.004379707994419821
1.906684560177406,0.004358775540592581
1.906349315771249,0.004337739460756038
1.905835274348257,0.004315148990784405
1.905343582551703,0.004295149171039036
1.904829541128214,0.004275563855330114
1.904337849332117,0.004254631401502399
1.904002604925768,0.00423359532166733
1.903488563502268,0.004211004851695275
1.902818074689631,0.004187688999660299
1.902326382893078,0.004166031163770655
1.901812341469591,0.00414996913236856
1.90132064967349,0.004132559962849639
1.900806608249994,0.004109969492878748
1.900314916454039,0.004086653640843887
1.89997967204759,0.004062508780735191
1.899465630624059,0.004040125562782106
1.898973938827504,0.004021576507163629
1.898459897404517,0.004001991191454905
1.897968205608701,0.003981058737627327
1.897811758219083,0.003960022657791245
1.897454164185206,0.003939090203965646
1.896962472388963,0.003916396107984006
1.896627227982799,0.003894841898103097
1.896113186559271,0.003875360208402302
1.89562149476321,0.00385598214471196
1.895286250356274,0.003835671446939795
1.894772208932783,0.003814738993112049
1.894101720120138,0.003793702913276049
1.893788825340718,0.003772770459450498
1.893252434290302,0.003751734379614518
1.892425498088039,0.003730801925786893
1.891755009274158,0.003710594854022942
1.891263317478343,0.003689558774186974
1.890928073071893,0.003666968304215275
1.890414031648403,0.003644481460252389
1.889922339852444,0.003626036030643853
1.889408298429451,0.003607176096997056
1.888737809616311,0.003586243643171443
1.888424914836299,0.003563549547189374
1.888067320802922,0.003541166329236852
1.887396831989779,0.003521788265546391
1.886905140193822,0.003504793600061406
1.886391098770825,0.003484275650272413
1.885720609957687,0.003460234416173786
1.884871324127744,0.003437747572210909
1.884580778975404,0.003415986110311269
1.884200835314656,0.003393395640339955
1.883552696128726,0.003372566812522746
1.883217451722582,0.003355572147039563
1.882882207315636,0.003335883205320324
1.882368165892591,0.003313396361357489
1.881876474096829,0.003293292915603325
1.881183635656034,0.003272982217831016
1.88089309050368,0.003252878772077423
1.880870740876761,0.003234226090448334
1.879999105419898,0.003213086384604489
1.879194518844345,0.003189770532569524
1.878859274438204,0.003168112696678398
1.87852403003126,0.003147076616842473
1.878009988607794,0.003123657138798978
1.877339499795173,0.003105418961207053
1.876847807998573,0.003089667807832865
1.876333766575373,0.003069357110060679
1.875484480745757,0.003046766640089358
1.874836341559554,0.003024279796125981
1.874679894169937,0.003002518334226365
1.874322300136549,0.002984901912689656
1.873651811323417,0.002967596369178566
1.872981322510596,0.002947389297416329
1.871953239664117,0.002923866193362837
1.87096985607098,0.002900757593346433
1.870835758309033,0.002878892505438208
1.870634611664833,0.002858063677619509
1.869964122852158,0.002841069012136458
1.869651228072748,0.002823038086563111
1.869293634038893,0.002799514982509625
1.868444348208893,0.00277640638249323
1.867796209022738,0.002757028318802657
1.867460964616592,0.002738375637174186
1.866946923193534,0.00272303898783639
1.866097637363577,0.002704800810244456
1.865449498177975,0.002680655950137324
1.864935456754519,0.002655785707966966
1.864622561974496,0.002631744473868425
1.864443764957971,0.002610915646050949
1.864108520551472,0.002594749988640263
1.863594479128016,0.002578273453202258
1.862745193298811,0.002557133747356594
1.861918257095933,0.002533817895321647
1.861426565299772,0.0025121600594318
1.861091320892845,0.002490294971523417
1.860398482452869,0.002470295151778391
1.859571546250568,0.002454025868358259
1.858901057437311,0.002435165934712279
1.858588162658038,0.002415062488957787
1.858230568624626,0.002393093775040396
1.857381282794664,0.00236739452479775
1.85637554957462,0.002345114932852937
1.85572741038907,0.002328120267369854
1.855213368966039,0.00230843132565171
1.854542880152923,0.002286773489761718
1.85405118835639,0.002266566417997423
1.853537146933356,0.002247188354307208
1.852866658120255,0.002225219640389247
1.85255376334083,0.002206152454725651
1.852017372290091,0.002189675919287703
1.851190436087792,0.00217102323765956
1.850519947274732,0.002150712539887364
1.849670661444764,0.002126464053770697
