#Digilent WaveForms Oscilloscope XY
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-10-07 17:57:14.002

#Channel 1 (V),Math 1 (A)
2.288934011967033,0.0006638865621266929
2.288934011967033,0.0006638865621266929
2.288934011967033,0.0006545602213127704
2.296307716044542,0.0006452338804988387
2.296307716044542,0.0006390163199562007
2.292620864005789,0.0006296899791422471
2.288934011967033,0.0006203636383283143
2.285247159928279,0.0006141460777856761
2.285247159928279,0.0006017109567004288
2.285247159928279,0.0005954933961578167
2.285247159928279,0.0005908302257508247
2.285247159928279,0.0005799494948012247
2.281560307889523,0.0005721775441229373
2.281560307889523,0.0005644055934446547
2.285247159928277,0.0005597424230376883
2.274186603812015,0.0005488616920880878
2.281560307889523,0.000547307301952443
2.274186603812019,0.0005364265710028409
2.274186603812015,0.0005239914499175983
2.281560307889523,0.0005239914499175927
2.281560307889523,0.0005100019386966726
2.281560307889523,0.0005037843781540597
2.274186603812015,0.0004991212077470691
2.270499751773263,0.0004913492570687902
2.274186603812014,0.0004789141359835389
2.27787345585077,0.000474250965576572
2.274186603812017,0.0004633702346269725
2.274186603812015,0.000457152674084338
2.270499751773261,0.0004462719431347511
2.270499751773261,0.0004416087727277702
2.266812899734509,0.0004338368220494888
2.270499751773261,0.000429173651642513
2.270499751773261,0.0004198473108285849
2.266812899734509,0.0004089665798789902
2.263126047695746,0.0004027490193363444
2.263126047695746,0.000396531458793731
2.263126047695746,0.0003872051179797798
2.259439195656992,0.0003778787771658417
2.252065491579487,0.0003763243870301856
2.255752343618236,0.0003669980462162521
2.248378639540729,0.000359226095537965
2.248378639540729,0.0003545629251309907
2.259439195656987,0.0003452365843170458
2.255752343618238,0.000337464633638759
2.244691787501979,0.0003312470730961407
2.259439195656986,0.0003265839026891699
2.248378639540729,0.0003188119520108856
2.244691787501976,0.000312594391468254
2.248378639540728,0.0003048224407899676
2.244691787501974,0.0002939417098403773
2.244691787501974,0.0002923873197047168
2.244691787501974,0.0002799521986194586
2.248378639540729,0.0002690714676698663
2.241004935463224,0.0002644082972628888
2.244691787501972,0.0002535275663132917
2.237318083424466,0.0002504187860419821
2.241004935463218,0.0002442012254993582
2.237318083424467,0.0002395380550923787
2.233631231385711,0.0002317661044140937
2.229944379346959,0.0002224397636001546
2.229944379346958,0.0002208853734644947
2.237318083424466,0.0002100046425149003
2.229944379346961,0.000206895862243585
2.23363123138571,0.000202232691836618
2.226257527308177,0.0001929063510226723
2.222570675269425,0.0001820256200730784
2.222570675269423,0.0001804712299374142
2.218883823230669,0.0001758080595304506
2.222570675269421,0.000166481718716512
2.222570675269423,0.0001587097680382268
2.211510119153161,0.0001556009877669039
2.211510119153161,0.0001478290370886245
2.211510119153161,0.0001462746469529686
2.207823267114405,0.0001385026962746845
2.207823267114405,0.0001276219653250863
2.211510119153159,0.0001245131850537719
2.211510119153161,0.000121404404782457
2.200449563036901,0.0001167412343754892
2.200449563036897,0.0001105236738328596
2.204136415075651,0.000107414893561543
2.200449563036898,9.808855274760646e-05
2.196762710998144,9.342538234063307e-05
2.204136415075651,9.342538234063095e-05
2.193075858959388,9.031660206931649e-05
2.193075858959388,7.943587111972621e-05
2.193075858959388,7.63270908484056e-05
2.185702154881873,7.788148098406162e-05
2.178328450804369,6.544635989881248e-05
2.185702154881873,6.23375796274948e-05
2.185702154881873,6.07831894918381e-05
2.178328450804369,5.456562894921311e-05
2.178328450804365,5.301123881355216e-05
2.174641598765611,5.14568486778952e-05
2.174641598765611,4.213050786395865e-05
2.178328450804365,4.057611772829775e-05
2.174641598765611,3.902172759264013e-05
2.170954746726857,3.280416705001543e-05
2.170954746726855,2.969538677869884e-05
2.170954746726855,2.814099664304267e-05
2.16358104264935,2.192343610041761e-05
2.167267894688101,2.036904596475758e-05
2.167267894688101,1.881465582910074e-05
2.167267894688101,1.415148542213221e-05
2.156207338571838,1.570587555778695e-05
2.156207338571838,7.933924879502681e-06
2.152520486532977,4.825144608190516e-06
2.148833634494221,3.270754472532242e-06
2.159894190610592,6.379534743845869e-06
2.148833634494226,1.716364336877479e-06
2.145146782455467,-2.946806070095294e-06
2.145146782455467,-2.946806070095294e-06
2.137773078377962,-2.946806070095294e-06
2.141459930416712,-7.609976477065745e-06
2.141459930416712,-1.227314688403654e-05
2.134086226339206,-1.071875674838027e-05
2.123025670222939,-1.538192715535042e-05
2.126712522261693,-1.538192715535042e-05
2.130399374300446,-1.693631729100664e-05
2.123025670222939,-1.849070742666426e-05
2.111965114106669,-1.693631729100735e-05
2.115651966145422,-2.159948769797567e-05
2.115651966145423,-2.62626581049488e-05
2.108278262067914,-2.470826796929138e-05
2.100904557990409,-2.31538778336357e-05
2.100904557990405,-2.62626581049488e-05
2.089844001874141,-2.93714383762626e-05
2.093530853912894,-2.47082679692935e-05
2.089844001874141,-2.62626581049488e-05
2.089844001874141,-2.93714383762626e-05
2.097217705951646,-2.626265810495021e-05
2.086157149835386,-2.93714383762626e-05
2.089844001874141,-2.93714383762626e-05
2.07140974168035,-3.092582851191797e-05
2.075096593719095,-2.781704824060501e-05
2.071409741680341,-2.93714383762626e-05
2.071409741680341,-3.403460878323023e-05
2.071409741680341,-2.62626581049488e-05
2.071409741680341,-3.092582851191867e-05
2.056662333525328,-3.092582851191867e-05
2.064036037602832,-2.93714383762626e-05
2.060349185564076,-2.93714383762626e-05
2.056662333525323,-3.558899891888735e-05
2.056662333525321,-3.248021864757639e-05
2.049288629447812,-3.092582851191867e-05
2.049288629447812,-3.403460878323093e-05
2.049288629447812,-2.93714383762626e-05
2.049288629447812,-3.403460878323235e-05
2.034541221292794,-3.403460878323235e-05
2.034541221292788,-3.403460878323235e-05
2.041914925370296,-3.403460878323235e-05
2.030854369254038,-3.403460878323235e-05
2.030854369254033,-3.403460878323235e-05
2.030854369254033,-3.403460878323235e-05
2.023480665176526,-3.714338905454462e-05
2.027167517215278,-3.403460878323235e-05
2.016106961099013,-2.781704824060501e-05
2.016106961099013,-3.403460878322952e-05
2.016106961099013,-3.092582851191867e-05
2.023480665176522,-3.092582851191867e-05
2.012420109060264,-3.403460878323093e-05
2.005046404982749,-2.781704824060501e-05
2.012420109060259,-3.092582851191867e-05
2.005046404982753,-3.558899891888806e-05
2.005046404982749,-3.248021864757639e-05
1.997672700905241,-3.248021864757639e-05
1.997672700905241,-3.403460878323164e-05
1.993985848866486,-3.714338905454604e-05
1.986612144788976,-2.93714383762626e-05
1.979238440711469,-3.558899891888735e-05
1.975551588672712,-3.403460878323235e-05
1.975551588672712,-3.558899891889018e-05
1.979238440711464,-2.781704824060854e-05
1.971864736633957,-3.403460878323235e-05
1.971864736633957,-3.248021864757639e-05
1.979238440711463,-2.937143837626401e-05
1.971864736633957,-3.248021864757639e-05
1.957117328478932,-3.248021864757639e-05
1.964491032556438,-2.937143837626401e-05
1.960804180517687,-3.558899891889018e-05
1.960804180517687,-3.403460878323235e-05
1.953430476440181,-3.24802186475771e-05
1.953430476440178,-3.248021864757639e-05
1.946056772362666,-3.403460878323235e-05
1.946056772362666,-2.937143837626472e-05
1.938683068285157,-3.248021864757639e-05
1.938683068285157,-3.248021864757639e-05
1.94236992032391,-3.248021864757639e-05
1.934996216246406,-3.714338905454392e-05
1.931309364207618,-3.248021864757639e-05
1.931309364207618,-3.092582851191938e-05
1.923935660130113,-3.403460878323093e-05
1.927622512168864,-3.403460878323235e-05
1.916561956052605,-3.24802186475771e-05
1.912875104013846,-2.937143837626401e-05
1.9165619560526,-3.558899891889018e-05
1.912875104013846,-3.403460878323305e-05
1.905501399936338,-3.403460878323235e-05
1.898127695858825,-3.248021864757639e-05
1.901814547897578,-3.403460878323164e-05
1.898127695858827,-2.937143837626472e-05
1.890753991781309,-3.403460878323235e-05
1.890753991781309,-3.869777919020165e-05
1.883380287703803,-3.248021864757922e-05
1.879693435665045,-3.558899891889018e-05
1.883380287703798,-3.714338905454533e-05
1.876006583626292,-3.09258285119215e-05
1.864946027510024,-2.93714383762626e-05
1.868632879548777,-3.248021864757497e-05
1.868632879548779,-3.248021864757639e-05
1.86125917547127,-3.092582851191867e-05
1.864946027510022,-3.403460878323093e-05
1.853885471393664,-3.403460878323235e-05
1.857572323432413,-2.93714383762626e-05
1.857572323432413,-3.092582851191797e-05
1.842824915277402,-3.092582851191867e-05
1.842824915277395,-2.93714383762626e-05
1.846511767316148,-3.092582851191797e-05
1.839138063238642,-3.092582851191867e-05
1.842824915277395,-3.248021864757639e-05
1.839138063238641,-3.248021864757639e-05
1.831764359161133,-3.869777919020095e-05
1.828077507122376,-2.93714383762626e-05
1.831764359161128,-3.092582851191797e-05
1.824390655083625,-3.558899891888806e-05
1.828077507122376,-3.248021864757639e-05
1.820703803044863,-3.403460878323164e-05
1.817016951006107,-4.025216932585726e-05
1.817016951006105,-3.248021864757639e-05
1.809643246928599,-3.558899891888876e-05
1.813330098967348,-3.092582851192079e-05
1.809643246928596,-3.403460878323235e-05
1.802269542851089,-3.558899891888947e-05
1.802269542851086,-3.558899891889018e-05
1.794895838773576,-3.092582851191867e-05
