#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1509
#Date Time: 2021-10-07 15:40:23.768
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 1 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 1 V/div Offset: 0 V Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Triangle
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 2 V
#Offset: 2 V
#Symmetry: 50 %
#Phase: 0 °

#Time (s),Channel 1 (V),Channel 2 (V)
-0.002580165,3.623574449997137,1.903329927764246
-0.002579535,3.623574449997137,1.907035647937532
-0.002578905,3.623574449997137,1.910741368110821
-0.002578275,3.612513893880862,1.903329927764246
-0.002577645,3.605140189803351,1.903329927764246
-0.002577015,3.601453337764594,1.903329927764246
-0.002576385,3.597766485725838,1.903329927764246
-0.002575755,3.590392781648322,1.903329927764246
-0.002575125,3.583019077570808,1.903329927764246
-0.002574495,3.579332225532053,1.903329927764246
-0.002573865,3.571958521454536,1.903329927764246
-0.002573235,3.568271669415775,1.903329927764246
-0.002572605,3.557211113299508,1.903329927764246
-0.002571975,3.557211113299508,1.899624207590959
-0.002571345,3.557211113299503,1.899624207590961
-0.002570715,3.546150557183236,1.903329927764246
-0.002570085,3.538776853105722,1.903329927764246
-0.002569455,3.535090001066967,1.907035647937532
-0.002568825,3.531403149028208,1.907035647937533
-0.002568195,3.520342592911938,1.903329927764246
-0.002567565,3.524029444950694,1.903329927764246
-0.002566935,3.520342592911936,1.903329927764246
-0.002566305,3.516655740873176,1.895918487417673
-0.002565675,3.509282036795665,1.899624207590959
-0.002565045,3.505595184756908,1.903329927764246
-0.002564415,3.498221480679397,1.903329927764246
-0.002563785,3.494534628640636,1.907035647937533
-0.002563155,3.487160924563119,1.903329927764244
-0.002562525,3.479787220485608,1.899624207590959
-0.002561895,3.476100368446851,1.895918487417672
-0.002561265,3.472413516408092,1.895918487417672
-0.002560635,3.468726664369336,1.895918487417672
-0.002560005,3.465039812330579,1.899624207590959
-0.002559375,3.457666108253068,1.895918487417673
-0.002558745,3.45029240417555,1.892212767244384
-0.002558115,3.45029240417555,1.892212767244384
